invoice_id,ci_id,vendor,service_area,period,contracted_rate,billed_amount,ci_status,variance,finding
INV001727,CI-0143,NorthStar Telecom,Voice/UCaaS,2025-11-01,890.55,890.55,Active,0.0,OK
INV001728,CI-0143,NorthStar Telecom,Voice/UCaaS,2025-12-01,890.55,890.55,Active,0.0,OK
INV001729,CI-0144,BlueRidge Comms,Contact Center,2025-01-01,913.41,1826.82,Active,913.41,Duplicate charge
INV001730,CI-0144,BlueRidge Comms,Contact Center,2025-02-01,913.41,913.41,Active,0.0,OK
INV001731,CI-0144,BlueRidge Comms,Contact Center,2025-03-01,913.41,913.41,Active,0.0,OK
INV001732,CI-0144,BlueRidge Comms,Contact Center,2025-04-01,913.41,913.41,Active,0.0,OK
INV001733,CI-0144,BlueRidge Comms,Contact Center,2025-05-01,913.41,913.41,Active,0.0,OK
INV001734,CI-0144,BlueRidge Comms,Contact Center,2025-06-01,913.41,913.41,Active,0.0,OK
INV001735,CI-0144,BlueRidge Comms,Contact Center,2025-07-01,913.41,913.41,Active,0.0,OK
INV001736,CI-0144,BlueRidge Comms,Contact Center,2025-08-01,913.41,913.41,Active,0.0,OK
INV001737,CI-0144,BlueRidge Comms,Contact Center,2025-09-01,913.41,913.41,Active,0.0,OK
INV001738,CI-0144,BlueRidge Comms,Contact Center,2025-10-01,913.41,913.41,Active,0.0,OK
INV001739,CI-0144,BlueRidge Comms,Contact Center,2025-11-01,913.41,913.41,Active,0.0,OK
INV001740,CI-0144,BlueRidge Comms,Contact Center,2025-12-01,913.41,913.41,Active,0.0,OK
INV001742,CI-0145,BlueRidge Comms,Contact Center,2025-02-01,784.51,784.51,Decommissioned,0.0,Ghost circuit
INV001776,CI-0147,Cascade Mobile,Wireless/Mobile,2025-12-01,1166.34,1166.34,Decommissioned,0.0,Ghost circuit
INV001788,CI-0148,BlueRidge Comms,Data Center Net,2025-12-01,1180.98,1180.98,Decommissioned,0.0,Ghost circuit
INV001795,CI-0149,NorthStar Telecom,WAN/Circuits,2025-07-01,843.77,843.77,Decommissioned,0.0,Ghost circuit
INV001801,CI-0150,NorthStar Telecom,Contact Center,2025-01-01,964.44,964.44,Active,0.0,OK
INV001802,CI-0150,NorthStar Telecom,Contact Center,2025-02-01,964.44,964.44,Active,0.0,OK
INV001803,CI-0150,NorthStar Telecom,Contact Center,2025-03-01,964.44,964.44,Active,0.0,OK
INV001804,CI-0150,NorthStar Telecom,Contact Center,2025-04-01,964.44,964.44,Active,0.0,OK
INV001805,CI-0150,NorthStar Telecom,Contact Center,2025-05-01,964.44,964.44,Active,0.0,OK
INV001806,CI-0150,NorthStar Telecom,Contact Center,2025-06-01,964.44,964.44,Active,0.0,OK
INV001807,CI-0150,NorthStar Telecom,Contact Center,2025-07-01,964.44,964.44,Active,0.0,OK
INV001808,CI-0150,NorthStar Telecom,Contact Center,2025-08-01,964.44,964.44,Active,0.0,OK
INV001809,CI-0150,NorthStar Telecom,Contact Center,2025-09-01,964.44,964.44,Active,0.0,OK
INV001810,CI-0150,NorthStar Telecom,Contact Center,2025-10-01,964.44,964.44,Active,0.0,OK
INV001811,CI-0150,NorthStar Telecom,Contact Center,2025-11-01,964.44,964.44,Active,0.0,OK
INV001812,CI-0150,NorthStar Telecom,Contact Center,2025-12-01,964.44,964.44,Active,0.0,OK
INV001813,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-01-01,786.5,786.5,Active,0.0,OK
INV001814,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-02-01,786.5,786.5,Active,0.0,OK
INV001815,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-03-01,786.5,786.5,Active,0.0,OK
INV001816,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-04-01,786.5,786.5,Active,0.0,OK
INV001817,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-05-01,786.5,786.5,Active,0.0,OK
INV001818,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-06-01,786.5,786.5,Active,0.0,OK
INV001819,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-07-01,786.5,786.5,Active,0.0,OK
INV001820,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-08-01,786.5,786.5,Active,0.0,OK
INV001821,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-09-01,786.5,786.5,Active,0.0,OK
INV001822,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-10-01,786.5,786.5,Active,0.0,OK
INV001823,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-11-01,786.5,786.5,Active,0.0,OK
INV001824,CI-0151,BlueRidge Comms,Wireless/Mobile,2025-12-01,786.5,786.5,Active,0.0,OK
INV001825,CI-0152,Cascade Mobile,Contact Center,2025-01-01,784.22,784.22,Active,0.0,OK
INV001826,CI-0152,Cascade Mobile,Contact Center,2025-02-01,784.22,784.22,Active,0.0,OK
INV001827,CI-0152,Cascade Mobile,Contact Center,2025-03-01,784.22,1568.44,Active,784.22,Duplicate charge
INV001828,CI-0152,Cascade Mobile,Contact Center,2025-04-01,784.22,784.22,Active,0.0,OK
INV001829,CI-0152,Cascade Mobile,Contact Center,2025-05-01,784.22,784.22,Active,0.0,OK
INV001830,CI-0152,Cascade Mobile,Contact Center,2025-06-01,784.22,784.22,Active,0.0,OK
INV001831,CI-0152,Cascade Mobile,Contact Center,2025-07-01,784.22,784.22,Active,0.0,OK
INV001832,CI-0152,Cascade Mobile,Contact Center,2025-08-01,784.22,784.22,Active,0.0,OK
INV001833,CI-0152,Cascade Mobile,Contact Center,2025-09-01,784.22,784.22,Active,0.0,OK
INV001834,CI-0152,Cascade Mobile,Contact Center,2025-10-01,784.22,784.22,Active,0.0,OK
INV001835,CI-0152,Cascade Mobile,Contact Center,2025-11-01,784.22,784.22,Active,0.0,OK
INV001836,CI-0152,Cascade Mobile,Contact Center,2025-12-01,784.22,784.22,Active,0.0,OK
INV001837,CI-0153,Atlas Fiber,Wireless/Mobile,2025-01-01,731.59,731.59,Active,0.0,OK
INV001838,CI-0153,Atlas Fiber,Wireless/Mobile,2025-02-01,731.59,731.59,Active,0.0,OK
INV001839,CI-0153,Atlas Fiber,Wireless/Mobile,2025-03-01,731.59,731.59,Active,0.0,OK
INV001840,CI-0153,Atlas Fiber,Wireless/Mobile,2025-04-01,731.59,731.59,Active,0.0,OK
INV001841,CI-0153,Atlas Fiber,Wireless/Mobile,2025-05-01,731.59,731.59,Active,0.0,OK
INV001842,CI-0153,Atlas Fiber,Wireless/Mobile,2025-06-01,731.59,731.59,Active,0.0,OK
INV001843,CI-0153,Atlas Fiber,Wireless/Mobile,2025-07-01,731.59,731.59,Active,0.0,OK
INV001844,CI-0153,Atlas Fiber,Wireless/Mobile,2025-08-01,731.59,731.59,Active,0.0,OK
INV001845,CI-0153,Atlas Fiber,Wireless/Mobile,2025-09-01,731.59,731.59,Active,0.0,OK
INV001846,CI-0153,Atlas Fiber,Wireless/Mobile,2025-10-01,731.59,731.59,Active,0.0,OK
INV001847,CI-0153,Atlas Fiber,Wireless/Mobile,2025-11-01,731.59,731.59,Active,0.0,OK
INV001848,CI-0153,Atlas Fiber,Wireless/Mobile,2025-12-01,731.59,731.59,Active,0.0,OK
INV001849,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-01-01,1222.21,1222.21,Active,0.0,OK
INV001850,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-02-01,1222.21,1222.21,Active,0.0,OK
INV001851,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-03-01,1222.21,1222.21,Active,0.0,OK
INV001852,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-04-01,1222.21,1222.21,Active,0.0,OK
INV001853,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-05-01,1222.21,1222.21,Active,0.0,OK
INV001854,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-06-01,1222.21,1222.21,Active,0.0,OK
INV001855,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-07-01,1222.21,2444.42,Active,1222.21,Duplicate charge
INV001856,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-08-01,1222.21,1222.21,Active,0.0,OK
INV001857,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-09-01,1222.21,1222.21,Active,0.0,OK
INV001858,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-10-01,1222.21,1222.21,Active,0.0,OK
INV001859,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-11-01,1222.21,1222.21,Active,0.0,OK
INV001860,CI-0154,BlueRidge Comms,Voice/UCaaS,2025-12-01,1222.21,1222.21,Active,0.0,OK
INV001861,CI-0155,Meridian Networks,Cloud Connectivity,2025-01-01,1665.21,1665.21,Active,0.0,OK
INV001862,CI-0155,Meridian Networks,Cloud Connectivity,2025-02-01,1665.21,1665.21,Active,0.0,OK
INV001863,CI-0155,Meridian Networks,Cloud Connectivity,2025-03-01,1665.21,1665.21,Active,0.0,OK
INV001864,CI-0155,Meridian Networks,Cloud Connectivity,2025-04-01,1665.21,1665.21,Active,0.0,OK
INV001865,CI-0155,Meridian Networks,Cloud Connectivity,2025-05-01,1665.21,1665.21,Active,0.0,OK
INV001866,CI-0155,Meridian Networks,Cloud Connectivity,2025-06-01,1665.21,3330.42,Active,1665.21,Duplicate charge
INV001867,CI-0155,Meridian Networks,Cloud Connectivity,2025-07-01,1665.21,1665.21,Active,0.0,OK
INV001868,CI-0155,Meridian Networks,Cloud Connectivity,2025-08-01,1665.21,1665.21,Active,0.0,OK
INV001869,CI-0155,Meridian Networks,Cloud Connectivity,2025-09-01,1665.21,1665.21,Active,0.0,OK
INV001870,CI-0155,Meridian Networks,Cloud Connectivity,2025-10-01,1665.21,1665.21,Active,0.0,OK
INV001871,CI-0155,Meridian Networks,Cloud Connectivity,2025-11-01,1665.21,1665.21,Active,0.0,OK
INV001872,CI-0155,Meridian Networks,Cloud Connectivity,2025-12-01,1665.21,1665.21,Active,0.0,OK
INV001885,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-01-01,956.13,956.13,Active,0.0,OK
INV001886,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-02-01,956.13,956.13,Active,0.0,OK
INV001887,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-03-01,956.13,956.13,Active,0.0,OK
INV001888,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-04-01,956.13,956.13,Active,0.0,OK
INV001889,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-05-01,956.13,956.13,Active,0.0,OK
INV001890,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-06-01,956.13,956.13,Active,0.0,OK
INV001891,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-07-01,956.13,956.13,Active,0.0,OK
INV001892,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-08-01,956.13,956.13,Active,0.0,OK
INV001893,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-09-01,956.13,956.13,Active,0.0,OK
INV001894,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-10-01,956.13,956.13,Active,0.0,OK
INV001895,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-11-01,956.13,956.13,Active,0.0,OK
INV001896,CI-0157,BlueRidge Comms,Cloud Connectivity,2025-12-01,956.13,956.13,Active,0.0,OK
INV001897,CI-0158,Meridian Networks,Cloud Connectivity,2025-01-01,1314.72,1314.72,Active,0.0,OK
INV001898,CI-0158,Meridian Networks,Cloud Connectivity,2025-02-01,1314.72,1314.72,Active,0.0,OK
INV001899,CI-0158,Meridian Networks,Cloud Connectivity,2025-03-01,1314.72,1314.72,Active,0.0,OK
INV001900,CI-0158,Meridian Networks,Cloud Connectivity,2025-04-01,1314.72,1314.72,Active,0.0,OK
INV001901,CI-0158,Meridian Networks,Cloud Connectivity,2025-05-01,1314.72,1314.72,Active,0.0,OK
INV001902,CI-0158,Meridian Networks,Cloud Connectivity,2025-06-01,1314.72,1314.72,Active,0.0,OK
INV001903,CI-0158,Meridian Networks,Cloud Connectivity,2025-07-01,1314.72,1314.72,Active,0.0,OK
INV001904,CI-0158,Meridian Networks,Cloud Connectivity,2025-08-01,1314.72,1314.72,Active,0.0,OK
INV001905,CI-0158,Meridian Networks,Cloud Connectivity,2025-09-01,1314.72,1314.72,Active,0.0,OK
INV001906,CI-0158,Meridian Networks,Cloud Connectivity,2025-10-01,1314.72,1314.72,Active,0.0,OK
INV001907,CI-0158,Meridian Networks,Cloud Connectivity,2025-11-01,1314.72,1901.69,Active,586.97,Rate overcharge
INV001908,CI-0158,Meridian Networks,Cloud Connectivity,2025-12-01,1314.72,1314.72,Active,0.0,OK
INV001909,CI-0159,BlueRidge Comms,Data Center Net,2025-01-01,963.74,963.74,Active,0.0,OK
INV001910,CI-0159,BlueRidge Comms,Data Center Net,2025-02-01,963.74,963.74,Active,0.0,OK
INV001911,CI-0159,BlueRidge Comms,Data Center Net,2025-03-01,963.74,963.74,Active,0.0,OK
INV001912,CI-0159,BlueRidge Comms,Data Center Net,2025-04-01,963.74,963.74,Active,0.0,OK
INV001913,CI-0159,BlueRidge Comms,Data Center Net,2025-05-01,963.74,963.74,Active,0.0,OK
INV001914,CI-0159,BlueRidge Comms,Data Center Net,2025-06-01,963.74,963.74,Active,0.0,OK
INV001915,CI-0159,BlueRidge Comms,Data Center Net,2025-07-01,963.74,963.74,Active,0.0,OK
INV001916,CI-0159,BlueRidge Comms,Data Center Net,2025-08-01,963.74,963.74,Active,0.0,OK
INV001917,CI-0159,BlueRidge Comms,Data Center Net,2025-09-01,963.74,963.74,Active,0.0,OK
INV001918,CI-0159,BlueRidge Comms,Data Center Net,2025-10-01,963.74,963.74,Active,0.0,OK
INV001919,CI-0159,BlueRidge Comms,Data Center Net,2025-11-01,963.74,963.74,Active,0.0,OK
INV001920,CI-0159,BlueRidge Comms,Data Center Net,2025-12-01,963.74,963.74,Active,0.0,OK
INV001921,CI-0160,NorthStar Telecom,Contact Center,2025-01-01,968.04,968.04,Active,0.0,OK
INV001922,CI-0160,NorthStar Telecom,Contact Center,2025-02-01,968.04,968.04,Active,0.0,OK
INV001923,CI-0160,NorthStar Telecom,Contact Center,2025-03-01,968.04,968.04,Active,0.0,OK
INV001924,CI-0160,NorthStar Telecom,Contact Center,2025-04-01,968.04,968.04,Active,0.0,OK
INV001925,CI-0160,NorthStar Telecom,Contact Center,2025-05-01,968.04,968.04,Active,0.0,OK
INV001926,CI-0160,NorthStar Telecom,Contact Center,2025-06-01,968.04,968.04,Active,0.0,OK
INV001927,CI-0160,NorthStar Telecom,Contact Center,2025-07-01,968.04,968.04,Active,0.0,OK
INV001928,CI-0160,NorthStar Telecom,Contact Center,2025-08-01,968.04,968.04,Active,0.0,OK
INV001929,CI-0160,NorthStar Telecom,Contact Center,2025-09-01,968.04,968.04,Active,0.0,OK
INV001930,CI-0160,NorthStar Telecom,Contact Center,2025-10-01,968.04,968.04,Active,0.0,OK
INV001931,CI-0160,NorthStar Telecom,Contact Center,2025-11-01,968.04,968.04,Active,0.0,OK
INV001932,CI-0160,NorthStar Telecom,Contact Center,2025-12-01,968.04,968.04,Active,0.0,OK
INV001933,CI-0161,Meridian Networks,Cloud Connectivity,2025-01-01,1265.28,1265.28,Active,0.0,OK
INV001934,CI-0161,Meridian Networks,Cloud Connectivity,2025-02-01,1265.28,1265.28,Active,0.0,OK
INV001935,CI-0161,Meridian Networks,Cloud Connectivity,2025-03-01,1265.28,1265.28,Active,0.0,OK
INV001936,CI-0161,Meridian Networks,Cloud Connectivity,2025-04-01,1265.28,1265.28,Active,0.0,OK
INV001937,CI-0161,Meridian Networks,Cloud Connectivity,2025-05-01,1265.28,1265.28,Active,0.0,OK
INV001938,CI-0161,Meridian Networks,Cloud Connectivity,2025-06-01,1265.28,1265.28,Active,0.0,OK
INV001939,CI-0161,Meridian Networks,Cloud Connectivity,2025-07-01,1265.28,1265.28,Active,0.0,OK
INV001940,CI-0161,Meridian Networks,Cloud Connectivity,2025-08-01,1265.28,1265.28,Active,0.0,OK
INV001941,CI-0161,Meridian Networks,Cloud Connectivity,2025-09-01,1265.28,1265.28,Active,0.0,OK
INV001942,CI-0161,Meridian Networks,Cloud Connectivity,2025-10-01,1265.28,1265.28,Active,0.0,OK
INV001943,CI-0161,Meridian Networks,Cloud Connectivity,2025-11-01,1265.28,1265.28,Active,0.0,OK
INV001944,CI-0161,Meridian Networks,Cloud Connectivity,2025-12-01,1265.28,1265.28,Active,0.0,OK
INV001945,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-01-01,713.01,713.01,Active,0.0,OK
INV001946,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-02-01,713.01,713.01,Active,0.0,OK
INV001947,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-03-01,713.01,713.01,Active,0.0,OK
INV001948,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-04-01,713.01,713.01,Active,0.0,OK
INV001949,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-05-01,713.01,713.01,Active,0.0,OK
INV001950,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-06-01,713.01,713.01,Active,0.0,OK
INV001951,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-07-01,713.01,713.01,Active,0.0,OK
INV001952,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-08-01,713.01,713.01,Active,0.0,OK
INV001953,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-09-01,713.01,713.01,Active,0.0,OK
INV001954,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-10-01,713.01,713.01,Active,0.0,OK
INV001955,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-11-01,713.01,713.01,Active,0.0,OK
INV001956,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-12-01,713.01,713.01,Active,0.0,OK
INV001957,CI-0163,Atlas Fiber,Voice/UCaaS,2025-01-01,709.17,709.17,Active,0.0,OK
INV001958,CI-0163,Atlas Fiber,Voice/UCaaS,2025-02-01,709.17,709.17,Active,0.0,OK
INV001959,CI-0163,Atlas Fiber,Voice/UCaaS,2025-03-01,709.17,709.17,Active,0.0,OK
INV001960,CI-0163,Atlas Fiber,Voice/UCaaS,2025-04-01,709.17,709.17,Active,0.0,OK
INV001961,CI-0163,Atlas Fiber,Voice/UCaaS,2025-05-01,709.17,709.17,Active,0.0,OK
INV001962,CI-0163,Atlas Fiber,Voice/UCaaS,2025-06-01,709.17,709.17,Active,0.0,OK
INV001963,CI-0163,Atlas Fiber,Voice/UCaaS,2025-07-01,709.17,709.17,Active,0.0,OK
INV001964,CI-0163,Atlas Fiber,Voice/UCaaS,2025-08-01,709.17,709.17,Active,0.0,OK
INV001965,CI-0163,Atlas Fiber,Voice/UCaaS,2025-09-01,709.17,709.17,Active,0.0,OK
INV001966,CI-0163,Atlas Fiber,Voice/UCaaS,2025-10-01,709.17,709.17,Active,0.0,OK
INV001967,CI-0163,Atlas Fiber,Voice/UCaaS,2025-11-01,709.17,709.17,Active,0.0,OK
INV001968,CI-0163,Atlas Fiber,Voice/UCaaS,2025-12-01,709.17,709.17,Active,0.0,OK
INV001969,CI-0164,Cascade Mobile,Voice/UCaaS,2025-01-01,1229.92,1229.92,Active,0.0,OK
INV001970,CI-0164,Cascade Mobile,Voice/UCaaS,2025-02-01,1229.92,1229.92,Active,0.0,OK
INV001971,CI-0164,Cascade Mobile,Voice/UCaaS,2025-03-01,1229.92,1229.92,Active,0.0,OK
INV001972,CI-0164,Cascade Mobile,Voice/UCaaS,2025-04-01,1229.92,1229.92,Active,0.0,OK
INV001973,CI-0164,Cascade Mobile,Voice/UCaaS,2025-05-01,1229.92,1229.92,Active,0.0,OK
INV001974,CI-0164,Cascade Mobile,Voice/UCaaS,2025-06-01,1229.92,1229.92,Active,0.0,OK
INV001975,CI-0164,Cascade Mobile,Voice/UCaaS,2025-07-01,1229.92,1229.92,Active,0.0,OK
INV001976,CI-0164,Cascade Mobile,Voice/UCaaS,2025-08-01,1229.92,1229.92,Active,0.0,OK
INV001977,CI-0164,Cascade Mobile,Voice/UCaaS,2025-09-01,1229.92,1229.92,Active,0.0,OK
INV001978,CI-0164,Cascade Mobile,Voice/UCaaS,2025-10-01,1229.92,1229.92,Active,0.0,OK
INV001979,CI-0164,Cascade Mobile,Voice/UCaaS,2025-11-01,1229.92,1229.92,Active,0.0,OK
INV001980,CI-0164,Cascade Mobile,Voice/UCaaS,2025-12-01,1229.92,1229.92,Active,0.0,OK
INV001993,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-01-01,1230.52,1230.52,Active,0.0,OK
INV001994,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-02-01,1230.52,1230.52,Active,0.0,OK
INV001995,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-03-01,1230.52,1230.52,Active,0.0,OK
INV001996,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-04-01,1230.52,1230.52,Active,0.0,OK
INV001997,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-05-01,1230.52,1230.52,Active,0.0,OK
INV001998,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-06-01,1230.52,1230.52,Active,0.0,OK
INV001999,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-07-01,1230.52,1230.52,Active,0.0,OK
INV002000,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-08-01,1230.52,1230.52,Active,0.0,OK
INV002001,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-09-01,1230.52,1230.52,Active,0.0,OK
INV002002,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-10-01,1230.52,1230.52,Active,0.0,OK
INV002003,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-11-01,1230.52,1230.52,Active,0.0,OK
INV002004,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-12-01,1230.52,1230.52,Active,0.0,OK
INV002005,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-01-01,733.05,733.05,Active,0.0,OK
INV002006,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-02-01,733.05,733.05,Active,0.0,OK
INV002007,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-03-01,733.05,733.05,Active,0.0,OK
INV002008,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-04-01,733.05,733.05,Active,0.0,OK
INV002009,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-05-01,733.05,733.05,Active,0.0,OK
INV002010,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-06-01,733.05,733.05,Active,0.0,OK
INV002011,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-07-01,733.05,733.05,Active,0.0,OK
INV002012,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-08-01,733.05,733.05,Active,0.0,OK
INV002013,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-09-01,733.05,733.05,Active,0.0,OK
INV002014,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-10-01,733.05,733.05,Active,0.0,OK
INV002015,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-11-01,733.05,733.05,Active,0.0,OK
INV002016,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-12-01,733.05,733.05,Active,0.0,OK
INV002017,CI-0168,Meridian Networks,Voice/UCaaS,2025-01-01,1371.0,1371.0,Active,0.0,OK
INV002018,CI-0168,Meridian Networks,Voice/UCaaS,2025-02-01,1371.0,2054.25,Active,683.25,Rate overcharge
INV002019,CI-0168,Meridian Networks,Voice/UCaaS,2025-03-01,1371.0,1371.0,Active,0.0,OK
INV002020,CI-0168,Meridian Networks,Voice/UCaaS,2025-04-01,1371.0,1371.0,Active,0.0,OK
INV002021,CI-0168,Meridian Networks,Voice/UCaaS,2025-05-01,1371.0,1371.0,Active,0.0,OK
INV002022,CI-0168,Meridian Networks,Voice/UCaaS,2025-06-01,1371.0,1371.0,Active,0.0,OK
INV002023,CI-0168,Meridian Networks,Voice/UCaaS,2025-07-01,1371.0,1371.0,Active,0.0,OK
INV002024,CI-0168,Meridian Networks,Voice/UCaaS,2025-08-01,1371.0,1371.0,Active,0.0,OK
INV002025,CI-0168,Meridian Networks,Voice/UCaaS,2025-09-01,1371.0,1371.0,Active,0.0,OK
INV002026,CI-0168,Meridian Networks,Voice/UCaaS,2025-10-01,1371.0,1371.0,Active,0.0,OK
INV002027,CI-0168,Meridian Networks,Voice/UCaaS,2025-11-01,1371.0,1371.0,Active,0.0,OK
INV002028,CI-0168,Meridian Networks,Voice/UCaaS,2025-12-01,1371.0,2742.0,Active,1371.0,Duplicate charge
INV002029,CI-0169,Atlas Fiber,WAN/Circuits,2025-01-01,760.86,760.86,Active,0.0,OK
INV002030,CI-0169,Atlas Fiber,WAN/Circuits,2025-02-01,760.86,760.86,Active,0.0,OK
INV002031,CI-0169,Atlas Fiber,WAN/Circuits,2025-03-01,760.86,760.86,Active,0.0,OK
INV002032,CI-0169,Atlas Fiber,WAN/Circuits,2025-04-01,760.86,760.86,Active,0.0,OK
INV002033,CI-0169,Atlas Fiber,WAN/Circuits,2025-05-01,760.86,760.86,Active,0.0,OK
INV002034,CI-0169,Atlas Fiber,WAN/Circuits,2025-06-01,760.86,760.86,Active,0.0,OK
INV002035,CI-0169,Atlas Fiber,WAN/Circuits,2025-07-01,760.86,760.86,Active,0.0,OK
INV002036,CI-0169,Atlas Fiber,WAN/Circuits,2025-08-01,760.86,760.86,Active,0.0,OK
INV002037,CI-0169,Atlas Fiber,WAN/Circuits,2025-09-01,760.86,760.86,Active,0.0,OK
INV002038,CI-0169,Atlas Fiber,WAN/Circuits,2025-10-01,760.86,760.86,Active,0.0,OK
INV002039,CI-0169,Atlas Fiber,WAN/Circuits,2025-11-01,760.86,760.86,Active,0.0,OK
INV002040,CI-0169,Atlas Fiber,WAN/Circuits,2025-12-01,760.86,760.86,Active,0.0,OK
INV002041,CI-0170,NorthStar Telecom,WAN/Circuits,2025-01-01,789.51,1213.68,Active,424.1700000000001,Rate overcharge
INV002042,CI-0170,NorthStar Telecom,WAN/Circuits,2025-02-01,789.51,789.51,Active,0.0,OK
INV002043,CI-0170,NorthStar Telecom,WAN/Circuits,2025-03-01,789.51,789.51,Active,0.0,OK
INV002044,CI-0170,NorthStar Telecom,WAN/Circuits,2025-04-01,789.51,789.51,Active,0.0,OK
INV002045,CI-0170,NorthStar Telecom,WAN/Circuits,2025-05-01,789.51,789.51,Active,0.0,OK
INV002046,CI-0170,NorthStar Telecom,WAN/Circuits,2025-06-01,789.51,789.51,Active,0.0,OK
INV002047,CI-0170,NorthStar Telecom,WAN/Circuits,2025-07-01,789.51,789.51,Active,0.0,OK
INV002048,CI-0170,NorthStar Telecom,WAN/Circuits,2025-08-01,789.51,789.51,Active,0.0,OK
INV002049,CI-0170,NorthStar Telecom,WAN/Circuits,2025-09-01,789.51,789.51,Active,0.0,OK
INV002050,CI-0170,NorthStar Telecom,WAN/Circuits,2025-10-01,789.51,789.51,Active,0.0,OK
INV002051,CI-0170,NorthStar Telecom,WAN/Circuits,2025-11-01,789.51,789.51,Active,0.0,OK
INV002052,CI-0170,NorthStar Telecom,WAN/Circuits,2025-12-01,789.51,789.51,Active,0.0,OK
INV002053,CI-0171,Atlas Fiber,WAN/Circuits,2025-01-01,648.93,648.93,Active,0.0,OK
INV002054,CI-0171,Atlas Fiber,WAN/Circuits,2025-02-01,648.93,648.93,Active,0.0,OK
INV002055,CI-0171,Atlas Fiber,WAN/Circuits,2025-03-01,648.93,648.93,Active,0.0,OK
INV002056,CI-0171,Atlas Fiber,WAN/Circuits,2025-04-01,648.93,648.93,Active,0.0,OK
INV002057,CI-0171,Atlas Fiber,WAN/Circuits,2025-05-01,648.93,648.93,Active,0.0,OK
INV002058,CI-0171,Atlas Fiber,WAN/Circuits,2025-06-01,648.93,648.93,Active,0.0,OK
