invoice_id,ci_id,vendor,service_area,period,contracted_rate,billed_amount,ci_status,planted_error
INV001918,CI-0159,BlueRidge Comms,Data Center Net,2025-10-01,963.74,963.74,Active,none
INV001919,CI-0159,BlueRidge Comms,Data Center Net,2025-11-01,963.74,963.74,Active,none
INV001920,CI-0159,BlueRidge Comms,Data Center Net,2025-12-01,963.74,963.74,Active,none
INV001921,CI-0160,NorthStar Telecom,Contact Center,2025-01-01,968.04,968.04,Active,none
INV001922,CI-0160,NorthStar Telecom,Contact Center,2025-02-01,968.04,968.04,Active,none
INV001923,CI-0160,NorthStar Telecom,Contact Center,2025-03-01,968.04,968.04,Active,none
INV001924,CI-0160,NorthStar Telecom,Contact Center,2025-04-01,968.04,968.04,Active,none
INV001925,CI-0160,NorthStar Telecom,Contact Center,2025-05-01,968.04,968.04,Active,none
INV001926,CI-0160,NorthStar Telecom,Contact Center,2025-06-01,968.04,968.04,Active,none
INV001927,CI-0160,NorthStar Telecom,Contact Center,2025-07-01,968.04,968.04,Active,none
INV001928,CI-0160,NorthStar Telecom,Contact Center,2025-08-01,968.04,968.04,Active,none
INV001929,CI-0160,NorthStar Telecom,Contact Center,2025-09-01,968.04,968.04,Active,none
INV001930,CI-0160,NorthStar Telecom,Contact Center,2025-10-01,968.04,968.04,Active,none
INV001931,CI-0160,NorthStar Telecom,Contact Center,2025-11-01,968.04,968.04,Active,none
INV001932,CI-0160,NorthStar Telecom,Contact Center,2025-12-01,968.04,968.04,Active,none
INV001933,CI-0161,Meridian Networks,Cloud Connectivity,2025-01-01,1265.28,1265.28,Active,none
INV001934,CI-0161,Meridian Networks,Cloud Connectivity,2025-02-01,1265.28,1265.28,Active,none
INV001935,CI-0161,Meridian Networks,Cloud Connectivity,2025-03-01,1265.28,1265.28,Active,none
INV001936,CI-0161,Meridian Networks,Cloud Connectivity,2025-04-01,1265.28,1265.28,Active,none
INV001937,CI-0161,Meridian Networks,Cloud Connectivity,2025-05-01,1265.28,1265.28,Active,none
INV001938,CI-0161,Meridian Networks,Cloud Connectivity,2025-06-01,1265.28,1265.28,Active,none
INV001939,CI-0161,Meridian Networks,Cloud Connectivity,2025-07-01,1265.28,1265.28,Active,ghost_circuit
INV001940,CI-0161,Meridian Networks,Cloud Connectivity,2025-08-01,1265.28,1265.28,Active,none
INV001941,CI-0161,Meridian Networks,Cloud Connectivity,2025-09-01,1265.28,1265.28,Active,none
INV001942,CI-0161,Meridian Networks,Cloud Connectivity,2025-10-01,1265.28,1265.28,Active,none
INV001943,CI-0161,Meridian Networks,Cloud Connectivity,2025-11-01,1265.28,1265.28,Active,none
INV001944,CI-0161,Meridian Networks,Cloud Connectivity,2025-12-01,1265.28,1265.28,Active,none
INV001945,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-01-01,713.01,713.01,Active,none
INV001946,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-02-01,713.01,713.01,Active,none
INV001947,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-03-01,713.01,713.01,Active,none
INV001948,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-04-01,713.01,713.01,Active,none
INV001949,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-05-01,713.01,713.01,Active,none
INV001950,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-06-01,713.01,713.01,Active,none
INV001951,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-07-01,713.01,713.01,Active,ghost_circuit
INV001952,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-08-01,713.01,713.01,Active,none
INV001953,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-09-01,713.01,713.01,Active,none
INV001954,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-10-01,713.01,713.01,Active,none
INV001955,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-11-01,713.01,713.01,Active,none
INV001956,CI-0162,BlueRidge Comms,Voice/UCaaS,2025-12-01,713.01,713.01,Active,none
INV001957,CI-0163,Atlas Fiber,Voice/UCaaS,2025-01-01,709.17,709.17,Active,none
INV001958,CI-0163,Atlas Fiber,Voice/UCaaS,2025-02-01,709.17,709.17,Active,none
INV001959,CI-0163,Atlas Fiber,Voice/UCaaS,2025-03-01,709.17,709.17,Active,ghost_circuit
INV001960,CI-0163,Atlas Fiber,Voice/UCaaS,2025-04-01,709.17,709.17,Active,none
INV001961,CI-0163,Atlas Fiber,Voice/UCaaS,2025-05-01,709.17,709.17,Active,none
INV001962,CI-0163,Atlas Fiber,Voice/UCaaS,2025-06-01,709.17,709.17,Active,none
INV001963,CI-0163,Atlas Fiber,Voice/UCaaS,2025-07-01,709.17,709.17,Active,none
INV001964,CI-0163,Atlas Fiber,Voice/UCaaS,2025-08-01,709.17,709.17,Active,none
INV001965,CI-0163,Atlas Fiber,Voice/UCaaS,2025-09-01,709.17,709.17,Active,none
INV001966,CI-0163,Atlas Fiber,Voice/UCaaS,2025-10-01,709.17,709.17,Active,none
INV001967,CI-0163,Atlas Fiber,Voice/UCaaS,2025-11-01,709.17,709.17,Active,none
INV001968,CI-0163,Atlas Fiber,Voice/UCaaS,2025-12-01,709.17,709.17,Active,none
INV001969,CI-0164,Cascade Mobile,Voice/UCaaS,2025-01-01,1229.92,1229.92,Active,none
INV001970,CI-0164,Cascade Mobile,Voice/UCaaS,2025-02-01,1229.92,1229.92,Active,none
INV001971,CI-0164,Cascade Mobile,Voice/UCaaS,2025-03-01,1229.92,1229.92,Active,none
INV001972,CI-0164,Cascade Mobile,Voice/UCaaS,2025-04-01,1229.92,1229.92,Active,ghost_circuit
INV001973,CI-0164,Cascade Mobile,Voice/UCaaS,2025-05-01,1229.92,1229.92,Active,none
INV001974,CI-0164,Cascade Mobile,Voice/UCaaS,2025-06-01,1229.92,1229.92,Active,none
INV001975,CI-0164,Cascade Mobile,Voice/UCaaS,2025-07-01,1229.92,1229.92,Active,none
INV001976,CI-0164,Cascade Mobile,Voice/UCaaS,2025-08-01,1229.92,1229.92,Active,none
INV001977,CI-0164,Cascade Mobile,Voice/UCaaS,2025-09-01,1229.92,1229.92,Active,none
INV001978,CI-0164,Cascade Mobile,Voice/UCaaS,2025-10-01,1229.92,1229.92,Active,none
INV001979,CI-0164,Cascade Mobile,Voice/UCaaS,2025-11-01,1229.92,1229.92,Active,none
INV001980,CI-0164,Cascade Mobile,Voice/UCaaS,2025-12-01,1229.92,1229.92,Active,none
INV001993,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-01-01,1230.52,1230.52,Active,none
INV001994,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-02-01,1230.52,1230.52,Active,none
INV001995,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-03-01,1230.52,1230.52,Active,none
INV001996,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-04-01,1230.52,1230.52,Active,none
INV001997,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-05-01,1230.52,1230.52,Active,none
INV001998,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-06-01,1230.52,1230.52,Active,none
INV001999,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-07-01,1230.52,1230.52,Active,none
INV002000,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-08-01,1230.52,1230.52,Active,none
INV002001,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-09-01,1230.52,1230.52,Active,none
INV002002,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-10-01,1230.52,1230.52,Active,none
INV002003,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-11-01,1230.52,1230.52,Active,none
INV002004,CI-0166,BlueRidge Comms,Wireless/Mobile,2025-12-01,1230.52,1230.52,Active,none
INV002005,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-01-01,733.05,733.05,Active,none
INV002006,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-02-01,733.05,733.05,Active,none
INV002007,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-03-01,733.05,733.05,Active,none
INV002008,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-04-01,733.05,733.05,Active,none
INV002009,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-05-01,733.05,733.05,Active,ghost_circuit
INV002010,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-06-01,733.05,733.05,Active,none
INV002011,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-07-01,733.05,733.05,Active,none
INV002012,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-08-01,733.05,733.05,Active,none
INV002013,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-09-01,733.05,733.05,Active,none
INV002014,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-10-01,733.05,733.05,Active,none
INV002015,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-11-01,733.05,733.05,Active,none
INV002016,CI-0167,NorthStar Telecom,Wireless/Mobile,2025-12-01,733.05,733.05,Active,none
INV002017,CI-0168,Meridian Networks,Voice/UCaaS,2025-01-01,1371.0,1371.0,Active,none
INV002018,CI-0168,Meridian Networks,Voice/UCaaS,2025-02-01,1371.0,2054.25,Active,rate_overcharge
INV002019,CI-0168,Meridian Networks,Voice/UCaaS,2025-03-01,1371.0,1371.0,Active,none
INV002020,CI-0168,Meridian Networks,Voice/UCaaS,2025-04-01,1371.0,1371.0,Active,none
INV002021,CI-0168,Meridian Networks,Voice/UCaaS,2025-05-01,1371.0,1371.0,Active,none
INV002022,CI-0168,Meridian Networks,Voice/UCaaS,2025-06-01,1371.0,1371.0,Active,none
INV002023,CI-0168,Meridian Networks,Voice/UCaaS,2025-07-01,1371.0,1371.0,Active,none
INV002024,CI-0168,Meridian Networks,Voice/UCaaS,2025-08-01,1371.0,1371.0,Active,none
INV002025,CI-0168,Meridian Networks,Voice/UCaaS,2025-09-01,1371.0,1371.0,Active,none
INV002026,CI-0168,Meridian Networks,Voice/UCaaS,2025-10-01,1371.0,1371.0,Active,none
INV002027,CI-0168,Meridian Networks,Voice/UCaaS,2025-11-01,1371.0,1371.0,Active,none
INV002028,CI-0168,Meridian Networks,Voice/UCaaS,2025-12-01,1371.0,2742.0,Active,duplicate
INV002029,CI-0169,Atlas Fiber,WAN/Circuits,2025-01-01,760.86,760.86,Active,none
INV002030,CI-0169,Atlas Fiber,WAN/Circuits,2025-02-01,760.86,760.86,Active,none
INV002031,CI-0169,Atlas Fiber,WAN/Circuits,2025-03-01,760.86,760.86,Active,none
INV002032,CI-0169,Atlas Fiber,WAN/Circuits,2025-04-01,760.86,760.86,Active,none
INV002033,CI-0169,Atlas Fiber,WAN/Circuits,2025-05-01,760.86,760.86,Active,none
INV002034,CI-0169,Atlas Fiber,WAN/Circuits,2025-06-01,760.86,760.86,Active,none
INV002035,CI-0169,Atlas Fiber,WAN/Circuits,2025-07-01,760.86,760.86,Active,none
INV002036,CI-0169,Atlas Fiber,WAN/Circuits,2025-08-01,760.86,760.86,Active,none
INV002037,CI-0169,Atlas Fiber,WAN/Circuits,2025-09-01,760.86,760.86,Active,none
INV002038,CI-0169,Atlas Fiber,WAN/Circuits,2025-10-01,760.86,760.86,Active,none
INV002039,CI-0169,Atlas Fiber,WAN/Circuits,2025-11-01,760.86,760.86,Active,none
INV002040,CI-0169,Atlas Fiber,WAN/Circuits,2025-12-01,760.86,760.86,Active,none
INV002041,CI-0170,NorthStar Telecom,WAN/Circuits,2025-01-01,789.51,1213.68,Active,rate_overcharge
INV002042,CI-0170,NorthStar Telecom,WAN/Circuits,2025-02-01,789.51,789.51,Active,none
INV002043,CI-0170,NorthStar Telecom,WAN/Circuits,2025-03-01,789.51,789.51,Active,none
INV002044,CI-0170,NorthStar Telecom,WAN/Circuits,2025-04-01,789.51,789.51,Active,none
INV002045,CI-0170,NorthStar Telecom,WAN/Circuits,2025-05-01,789.51,789.51,Active,none
INV002046,CI-0170,NorthStar Telecom,WAN/Circuits,2025-06-01,789.51,789.51,Active,none
INV002047,CI-0170,NorthStar Telecom,WAN/Circuits,2025-07-01,789.51,789.51,Active,none
INV002048,CI-0170,NorthStar Telecom,WAN/Circuits,2025-08-01,789.51,789.51,Active,none
INV002049,CI-0170,NorthStar Telecom,WAN/Circuits,2025-09-01,789.51,789.51,Active,none
INV002050,CI-0170,NorthStar Telecom,WAN/Circuits,2025-10-01,789.51,789.51,Active,none
INV002051,CI-0170,NorthStar Telecom,WAN/Circuits,2025-11-01,789.51,789.51,Active,none
INV002052,CI-0170,NorthStar Telecom,WAN/Circuits,2025-12-01,789.51,789.51,Active,none
INV002053,CI-0171,Atlas Fiber,WAN/Circuits,2025-01-01,648.93,648.93,Active,none
INV002054,CI-0171,Atlas Fiber,WAN/Circuits,2025-02-01,648.93,648.93,Active,none
INV002055,CI-0171,Atlas Fiber,WAN/Circuits,2025-03-01,648.93,648.93,Active,none
INV002056,CI-0171,Atlas Fiber,WAN/Circuits,2025-04-01,648.93,648.93,Active,none
INV002057,CI-0171,Atlas Fiber,WAN/Circuits,2025-05-01,648.93,648.93,Active,none
INV002058,CI-0171,Atlas Fiber,WAN/Circuits,2025-06-01,648.93,648.93,Active,none
INV002059,CI-0171,Atlas Fiber,WAN/Circuits,2025-07-01,648.93,648.93,Active,none
INV002060,CI-0171,Atlas Fiber,WAN/Circuits,2025-08-01,648.93,648.93,Active,none
INV002061,CI-0171,Atlas Fiber,WAN/Circuits,2025-09-01,648.93,648.93,Active,none
INV002062,CI-0171,Atlas Fiber,WAN/Circuits,2025-10-01,648.93,648.93,Active,none
INV002063,CI-0171,Atlas Fiber,WAN/Circuits,2025-11-01,648.93,648.93,Active,none
INV002064,CI-0171,Atlas Fiber,WAN/Circuits,2025-12-01,648.93,648.93,Active,none
INV002077,CI-0173,Meridian Networks,Data Center Net,2025-01-01,1690.66,1690.66,Active,none
INV002078,CI-0173,Meridian Networks,Data Center Net,2025-02-01,1690.66,1690.66,Active,none
INV002079,CI-0173,Meridian Networks,Data Center Net,2025-03-01,1690.66,1690.66,Active,none
INV002080,CI-0173,Meridian Networks,Data Center Net,2025-04-01,1690.66,1690.66,Active,none
INV002081,CI-0173,Meridian Networks,Data Center Net,2025-05-01,1690.66,1690.66,Active,none
INV002082,CI-0173,Meridian Networks,Data Center Net,2025-06-01,1690.66,1690.66,Active,none
INV002083,CI-0173,Meridian Networks,Data Center Net,2025-07-01,1690.66,1690.66,Active,none
INV002084,CI-0173,Meridian Networks,Data Center Net,2025-08-01,1690.66,1690.66,Active,none
INV002085,CI-0173,Meridian Networks,Data Center Net,2025-09-01,1690.66,1690.66,Active,none
INV002086,CI-0173,Meridian Networks,Data Center Net,2025-10-01,1690.66,1690.66,Active,none
INV002087,CI-0173,Meridian Networks,Data Center Net,2025-11-01,1690.66,1690.66,Active,none
INV002088,CI-0173,Meridian Networks,Data Center Net,2025-12-01,1690.66,1690.66,Active,none
INV002089,CI-0174,Cascade Mobile,Data Center Net,2025-01-01,832.57,832.57,Active,none
INV002090,CI-0174,Cascade Mobile,Data Center Net,2025-02-01,832.57,832.57,Active,ghost_circuit
INV002091,CI-0174,Cascade Mobile,Data Center Net,2025-03-01,832.57,832.57,Active,none
INV002092,CI-0174,Cascade Mobile,Data Center Net,2025-04-01,832.57,832.57,Active,none
INV002093,CI-0174,Cascade Mobile,Data Center Net,2025-05-01,832.57,832.57,Active,none
INV002094,CI-0174,Cascade Mobile,Data Center Net,2025-06-01,832.57,832.57,Active,none
INV002095,CI-0174,Cascade Mobile,Data Center Net,2025-07-01,832.57,832.57,Active,none
INV002096,CI-0174,Cascade Mobile,Data Center Net,2025-08-01,832.57,832.57,Active,none
INV002097,CI-0174,Cascade Mobile,Data Center Net,2025-09-01,832.57,832.57,Active,none
INV002098,CI-0174,Cascade Mobile,Data Center Net,2025-10-01,832.57,832.57,Active,none
INV002099,CI-0174,Cascade Mobile,Data Center Net,2025-11-01,832.57,832.57,Active,none
INV002100,CI-0174,Cascade Mobile,Data Center Net,2025-12-01,832.57,832.57,Active,none
INV002101,CI-0175,Atlas Fiber,Voice/UCaaS,2025-01-01,1013.12,1013.12,Active,none
INV002102,CI-0175,Atlas Fiber,Voice/UCaaS,2025-02-01,1013.12,1013.12,Active,none
INV002103,CI-0175,Atlas Fiber,Voice/UCaaS,2025-03-01,1013.12,1013.12,Active,none
INV002104,CI-0175,Atlas Fiber,Voice/UCaaS,2025-04-01,1013.12,1013.12,Active,none
INV002105,CI-0175,Atlas Fiber,Voice/UCaaS,2025-05-01,1013.12,1013.12,Active,none
INV002106,CI-0175,Atlas Fiber,Voice/UCaaS,2025-06-01,1013.12,1013.12,Active,none
INV002107,CI-0175,Atlas Fiber,Voice/UCaaS,2025-07-01,1013.12,1013.12,Active,none
INV002108,CI-0175,Atlas Fiber,Voice/UCaaS,2025-08-01,1013.12,1013.12,Active,none
INV002109,CI-0175,Atlas Fiber,Voice/UCaaS,2025-09-01,1013.12,1013.12,Active,none
INV002110,CI-0175,Atlas Fiber,Voice/UCaaS,2025-10-01,1013.12,1013.12,Active,none
INV002111,CI-0175,Atlas Fiber,Voice/UCaaS,2025-11-01,1013.12,1013.12,Active,none
INV002112,CI-0175,Atlas Fiber,Voice/UCaaS,2025-12-01,1013.12,1013.12,Active,none
INV002113,CI-0176,NorthStar Telecom,Data Center Net,2025-01-01,922.96,922.96,Active,none
INV002114,CI-0176,NorthStar Telecom,Data Center Net,2025-02-01,922.96,922.96,Active,none
INV002115,CI-0176,NorthStar Telecom,Data Center Net,2025-03-01,922.96,922.96,Active,none
INV002116,CI-0176,NorthStar Telecom,Data Center Net,2025-04-01,922.96,922.96,Active,none
INV002117,CI-0176,NorthStar Telecom,Data Center Net,2025-05-01,922.96,922.96,Active,none
INV002118,CI-0176,NorthStar Telecom,Data Center Net,2025-06-01,922.96,922.96,Active,none
INV002119,CI-0176,NorthStar Telecom,Data Center Net,2025-07-01,922.96,922.96,Active,none
INV002120,CI-0176,NorthStar Telecom,Data Center Net,2025-08-01,922.96,1370.16,Active,rate_overcharge
INV002121,CI-0176,NorthStar Telecom,Data Center Net,2025-09-01,922.96,922.96,Active,none
INV002122,CI-0176,NorthStar Telecom,Data Center Net,2025-10-01,922.96,922.96,Active,none
INV002123,CI-0176,NorthStar Telecom,Data Center Net,2025-11-01,922.96,922.96,Active,none
INV002124,CI-0176,NorthStar Telecom,Data Center Net,2025-12-01,922.96,922.96,Active,none
INV002125,CI-0177,NorthStar Telecom,WAN/Circuits,2025-01-01,882.28,882.28,Active,none
INV002126,CI-0177,NorthStar Telecom,WAN/Circuits,2025-02-01,882.28,882.28,Active,none
INV002127,CI-0177,NorthStar Telecom,WAN/Circuits,2025-03-01,882.28,882.28,Active,none
INV002128,CI-0177,NorthStar Telecom,WAN/Circuits,2025-04-01,882.28,882.28,Active,none
INV002129,CI-0177,NorthStar Telecom,WAN/Circuits,2025-05-01,882.28,882.28,Active,none
INV002130,CI-0177,NorthStar Telecom,WAN/Circuits,2025-06-01,882.28,882.28,Active,none
INV002131,CI-0177,NorthStar Telecom,WAN/Circuits,2025-07-01,882.28,882.28,Active,none
INV002132,CI-0177,NorthStar Telecom,WAN/Circuits,2025-08-01,882.28,882.28,Active,none
INV002133,CI-0177,NorthStar Telecom,WAN/Circuits,2025-09-01,882.28,882.28,Active,none
INV002134,CI-0177,NorthStar Telecom,WAN/Circuits,2025-10-01,882.28,1764.56,Active,duplicate
INV002135,CI-0177,NorthStar Telecom,WAN/Circuits,2025-11-01,882.28,882.28,Active,none
INV002136,CI-0177,NorthStar Telecom,WAN/Circuits,2025-12-01,882.28,882.28,Active,none
INV002137,CI-0178,Cascade Mobile,Contact Center,2025-01-01,965.09,965.09,Active,none
INV002138,CI-0178,Cascade Mobile,Contact Center,2025-02-01,965.09,965.09,Active,none
INV002139,CI-0178,Cascade Mobile,Contact Center,2025-03-01,965.09,965.09,Active,none
INV002140,CI-0178,Cascade Mobile,Contact Center,2025-04-01,965.09,965.09,Active,none
INV002141,CI-0178,Cascade Mobile,Contact Center,2025-05-01,965.09,965.09,Active,none
INV002142,CI-0178,Cascade Mobile,Contact Center,2025-06-01,965.09,965.09,Active,none
INV002143,CI-0178,Cascade Mobile,Contact Center,2025-07-01,965.09,965.09,Active,none
INV002144,CI-0178,Cascade Mobile,Contact Center,2025-08-01,965.09,965.09,Active,none
INV002145,CI-0178,Cascade Mobile,Contact Center,2025-09-01,965.09,965.09,Active,none
INV002146,CI-0178,Cascade Mobile,Contact Center,2025-10-01,965.09,965.09,Active,none
INV002147,CI-0178,Cascade Mobile,Contact Center,2025-11-01,965.09,965.09,Active,none
INV002148,CI-0178,Cascade Mobile,Contact Center,2025-12-01,965.09,965.09,Active,none
INV002149,CI-0179,Atlas Fiber,Cloud Connectivity,2025-01-01,747.96,747.96,Active,none
INV002150,CI-0179,Atlas Fiber,Cloud Connectivity,2025-02-01,747.96,747.96,Active,none
INV002151,CI-0179,Atlas Fiber,Cloud Connectivity,2025-03-01,747.96,747.96,Active,none
INV002152,CI-0179,Atlas Fiber,Cloud Connectivity,2025-04-01,747.96,747.96,Active,none
INV002153,CI-0179,Atlas Fiber,Cloud Connectivity,2025-05-01,747.96,747.96,Active,none
INV002154,CI-0179,Atlas Fiber,Cloud Connectivity,2025-06-01,747.96,747.96,Active,none
INV002155,CI-0179,Atlas Fiber,Cloud Connectivity,2025-07-01,747.96,747.96,Active,none
INV002156,CI-0179,Atlas Fiber,Cloud Connectivity,2025-08-01,747.96,747.96,Active,none
INV002157,CI-0179,Atlas Fiber,Cloud Connectivity,2025-09-01,747.96,747.96,Active,none
INV002158,CI-0179,Atlas Fiber,Cloud Connectivity,2025-10-01,747.96,747.96,Active,none
INV002159,CI-0179,Atlas Fiber,Cloud Connectivity,2025-11-01,747.96,747.96,Active,none
INV002160,CI-0179,Atlas Fiber,Cloud Connectivity,2025-12-01,747.96,747.96,Active,none
INV002161,CI-0180,NorthStar Telecom,Contact Center,2025-01-01,1252.82,1252.82,Active,none
INV002162,CI-0180,NorthStar Telecom,Contact Center,2025-02-01,1252.82,1252.82,Active,none
INV002163,CI-0180,NorthStar Telecom,Contact Center,2025-03-01,1252.82,1252.82,Active,none
INV002164,CI-0180,NorthStar Telecom,Contact Center,2025-04-01,1252.82,1252.82,Active,none
INV002165,CI-0180,NorthStar Telecom,Contact Center,2025-05-01,1252.82,1252.82,Active,none
INV002166,CI-0180,NorthStar Telecom,Contact Center,2025-06-01,1252.82,1252.82,Active,none
INV002167,CI-0180,NorthStar Telecom,Contact Center,2025-07-01,1252.82,1252.82,Active,none
INV002168,CI-0180,NorthStar Telecom,Contact Center,2025-08-01,1252.82,1252.82,Active,none
INV002169,CI-0180,NorthStar Telecom,Contact Center,2025-09-01,1252.82,1252.82,Active,none
INV002170,CI-0180,NorthStar Telecom,Contact Center,2025-10-01,1252.82,1252.82,Active,none
INV002171,CI-0180,NorthStar Telecom,Contact Center,2025-11-01,1252.82,1252.82,Active,none
INV002172,CI-0180,NorthStar Telecom,Contact Center,2025-12-01,1252.82,1252.82,Active,none
INV002178,CI-0181,Cascade Mobile,WAN/Circuits,2025-06-01,1145.53,1145.53,Decommissioned,ghost_circuit
INV002185,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-01-01,1097.22,1097.22,Active,none
INV002186,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-02-01,1097.22,1097.22,Active,none
INV002187,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-03-01,1097.22,1097.22,Active,none
INV002188,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-04-01,1097.22,1097.22,Active,none
INV002189,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-05-01,1097.22,1097.22,Active,none
INV002190,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-06-01,1097.22,1097.22,Active,none
INV002191,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-07-01,1097.22,1097.22,Active,none
INV002192,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-08-01,1097.22,1097.22,Active,none
INV002193,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-09-01,1097.22,1097.22,Active,none
INV002194,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-10-01,1097.22,1097.22,Active,none
INV002195,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-11-01,1097.22,1097.22,Active,none
INV002196,CI-0182,NorthStar Telecom,Voice/UCaaS,2025-12-01,1097.22,1097.22,Active,none
INV002209,CI-0184,Cascade Mobile,Voice/UCaaS,2025-01-01,726.31,726.31,Active,none
INV002210,CI-0184,Cascade Mobile,Voice/UCaaS,2025-02-01,726.31,726.31,Active,none
INV002211,CI-0184,Cascade Mobile,Voice/UCaaS,2025-03-01,726.31,726.31,Active,none
INV002212,CI-0184,Cascade Mobile,Voice/UCaaS,2025-04-01,726.31,726.31,Active,none
INV002213,CI-0184,Cascade Mobile,Voice/UCaaS,2025-05-01,726.31,726.31,Active,none
INV002214,CI-0184,Cascade Mobile,Voice/UCaaS,2025-06-01,726.31,726.31,Active,none
INV002215,CI-0184,Cascade Mobile,Voice/UCaaS,2025-07-01,726.31,726.31,Active,none
INV002216,CI-0184,Cascade Mobile,Voice/UCaaS,2025-08-01,726.31,726.31,Active,ghost_circuit
INV002217,CI-0184,Cascade Mobile,Voice/UCaaS,2025-09-01,726.31,726.31,Active,none
INV002218,CI-0184,Cascade Mobile,Voice/UCaaS,2025-10-01,726.31,726.31,Active,none
INV002219,CI-0184,Cascade Mobile,Voice/UCaaS,2025-11-01,726.31,726.31,Active,none
INV002220,CI-0184,Cascade Mobile,Voice/UCaaS,2025-12-01,726.31,726.31,Active,none
INV002221,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-01-01,1210.02,1596.89,Active,rate_overcharge
INV002222,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-02-01,1210.02,2420.04,Active,duplicate
INV002223,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-03-01,1210.02,1210.02,Active,none
INV002224,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-04-01,1210.02,1210.02,Active,none
INV002225,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-05-01,1210.02,1210.02,Active,none
INV002226,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-06-01,1210.02,1210.02,Active,none
INV002227,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-07-01,1210.02,1210.02,Active,none
INV002228,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-08-01,1210.02,1210.02,Active,none
INV002229,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-09-01,1210.02,1210.02,Active,none
INV002230,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-10-01,1210.02,1210.02,Active,none
INV002231,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-11-01,1210.02,1210.02,Active,none
INV002232,CI-0185,NorthStar Telecom,Voice/UCaaS,2025-12-01,1210.02,2420.04,Active,duplicate
INV002233,CI-0186,Cascade Mobile,WAN/Circuits,2025-01-01,845.07,845.07,Active,none
INV002234,CI-0186,Cascade Mobile,WAN/Circuits,2025-02-01,845.07,845.07,Active,none
INV002235,CI-0186,Cascade Mobile,WAN/Circuits,2025-03-01,845.07,845.07,Active,none
INV002236,CI-0186,Cascade Mobile,WAN/Circuits,2025-04-01,845.07,845.07,Active,none
INV002237,CI-0186,Cascade Mobile,WAN/Circuits,2025-05-01,845.07,845.07,Active,none
INV002238,CI-0186,Cascade Mobile,WAN/Circuits,2025-06-01,845.07,845.07,Active,none
INV002239,CI-0186,Cascade Mobile,WAN/Circuits,2025-07-01,845.07,845.07,Active,none
INV002240,CI-0186,Cascade Mobile,WAN/Circuits,2025-08-01,845.07,845.07,Active,none
INV002241,CI-0186,Cascade Mobile,WAN/Circuits,2025-09-01,845.07,1291.77,Active,rate_overcharge
