incident_id,ci_id,service_area,site,vendor,priority,opened,mttr_hours,cost_to_resolve
INC001495,CI-0132,WAN/Circuits,SITE-10,NorthStar Telecom,P2,2025-12-01,15.3,1915.12
INC001496,CI-0133,Cloud Connectivity,SITE-01,Cascade Mobile,P2,2025-02-01,6.4,654.81
INC001497,CI-0133,Cloud Connectivity,SITE-01,Cascade Mobile,P4,2025-05-01,59.5,7223.79
INC001498,CI-0133,Cloud Connectivity,SITE-01,Cascade Mobile,P3,2025-06-01,20.1,1818.24
INC001499,CI-0133,Cloud Connectivity,SITE-01,Cascade Mobile,P2,2025-07-01,9.5,1224.09
INC001500,CI-0133,Cloud Connectivity,SITE-01,Cascade Mobile,P3,2025-12-01,37.9,4212.86
INC001501,CI-0134,Data Center Net,SITE-12,Atlas Fiber,P2,2025-01-01,10.9,1164.08
INC001502,CI-0134,Data Center Net,SITE-12,Atlas Fiber,P2,2025-04-01,13.6,1488.55
INC001503,CI-0134,Data Center Net,SITE-12,Atlas Fiber,P4,2025-05-01,68.9,7839.79
INC001504,CI-0134,Data Center Net,SITE-12,Atlas Fiber,P2,2025-06-01,11.0,1203.25
INC001505,CI-0134,Data Center Net,SITE-12,Atlas Fiber,P3,2025-07-01,35.4,3501.94
INC001506,CI-0134,Data Center Net,SITE-12,Atlas Fiber,P4,2025-08-01,34.0,4245.29
INC001507,CI-0134,Data Center Net,SITE-12,Atlas Fiber,P4,2025-09-01,65.9,5977.13
INC001508,CI-0134,Data Center Net,SITE-12,Atlas Fiber,P4,2025-11-01,66.2,6767.16
INC001509,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P1,2025-02-01,7.9,690.95
INC001510,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P4,2025-07-01,37.6,3528.02
INC001511,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P2,2025-07-01,15.5,1457.96
INC001512,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P3,2025-08-01,31.4,3435.18
INC001513,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P3,2025-08-01,32.4,3180.6
INC001514,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P2,2025-09-01,7.2,639.93
INC001515,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P3,2025-09-01,16.0,2233.7
INC001516,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P4,2025-10-01,37.8,3918.49
INC001517,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P3,2025-12-01,23.8,2711.25
INC001518,CI-0135,Wireless/Mobile,SITE-12,Atlas Fiber,P2,2025-12-01,17.0,2312.32
INC001519,CI-0136,Cloud Connectivity,SITE-03,BlueRidge Comms,P4,2025-02-01,49.0,5638.33
INC001520,CI-0136,Cloud Connectivity,SITE-03,BlueRidge Comms,P3,2025-02-01,30.8,2887.61
INC001521,CI-0136,Cloud Connectivity,SITE-03,BlueRidge Comms,P3,2025-08-01,34.3,4475.89
INC001522,CI-0136,Cloud Connectivity,SITE-03,BlueRidge Comms,P3,2025-10-01,31.0,2645.67
INC001523,CI-0137,WAN/Circuits,SITE-13,NorthStar Telecom,P2,2025-03-01,16.2,1407.17
INC001524,CI-0137,WAN/Circuits,SITE-13,NorthStar Telecom,P1,2025-04-01,4.6,414.81
INC001525,CI-0137,WAN/Circuits,SITE-13,NorthStar Telecom,P2,2025-05-01,7.4,992.82
INC001526,CI-0137,WAN/Circuits,SITE-13,NorthStar Telecom,P4,2025-08-01,25.2,3320.87
INC001527,CI-0137,WAN/Circuits,SITE-13,NorthStar Telecom,P2,2025-12-01,18.4,1711.92
INC001528,CI-0138,Voice/UCaaS,SITE-17,Meridian Networks,P2,2025-03-01,18.5,2190.34
INC001529,CI-0138,Voice/UCaaS,SITE-17,Meridian Networks,P3,2025-05-01,20.8,2484.34
INC001530,CI-0138,Voice/UCaaS,SITE-17,Meridian Networks,P2,2025-06-01,10.7,1355.14
INC001531,CI-0138,Voice/UCaaS,SITE-17,Meridian Networks,P4,2025-07-01,57.1,5573.25
INC001532,CI-0138,Voice/UCaaS,SITE-17,Meridian Networks,P3,2025-07-01,17.2,1544.77
INC001533,CI-0138,Voice/UCaaS,SITE-17,Meridian Networks,P3,2025-07-01,21.6,2675.34
INC001534,CI-0138,Voice/UCaaS,SITE-17,Meridian Networks,P2,2025-10-01,9.3,856.77
INC001535,CI-0138,Voice/UCaaS,SITE-17,Meridian Networks,P4,2025-11-01,38.0,4894.71
INC001536,CI-0139,Voice/UCaaS,SITE-03,Atlas Fiber,P4,2025-04-01,30.8,4192.13
INC001537,CI-0139,Voice/UCaaS,SITE-03,Atlas Fiber,P3,2025-04-01,17.0,1703.44
INC001538,CI-0139,Voice/UCaaS,SITE-03,Atlas Fiber,P2,2025-06-01,16.7,1618.31
INC001539,CI-0139,Voice/UCaaS,SITE-03,Atlas Fiber,P4,2025-08-01,53.7,5294.57
INC001540,CI-0139,Voice/UCaaS,SITE-03,Atlas Fiber,P3,2025-12-01,32.8,2910.01
INC001541,CI-0140,Contact Center,SITE-15,Atlas Fiber,P2,2025-01-01,10.7,1456.63
INC001542,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-01-01,62.1,6579.92
INC001543,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-01-01,18.1,2186.81
INC001544,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-02-01,20.6,1925.82
INC001545,CI-0140,Contact Center,SITE-15,Atlas Fiber,P2,2025-02-01,9.6,934.32
INC001546,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-02-01,31.5,3472.47
INC001547,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-03-01,36.0,3494.55
INC001548,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-03-01,37.0,4724.21
INC001549,CI-0140,Contact Center,SITE-15,Atlas Fiber,P1,2025-04-01,4.2,525.39
INC001550,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-04-01,35.5,3640.61
INC001551,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-04-01,12.7,1733.66
INC001552,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-04-01,31.8,3195.11
INC001553,CI-0140,Contact Center,SITE-15,Atlas Fiber,P2,2025-04-01,6.8,886.48
INC001554,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-05-01,18.9,1659.84
INC001555,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-05-01,21.7,2362.93
INC001556,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-06-01,14.4,1227.32
INC001557,CI-0140,Contact Center,SITE-15,Atlas Fiber,P2,2025-06-01,13.8,1238.53
INC001558,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-06-01,64.1,5479.47
INC001559,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-06-01,12.3,1116.7
INC001560,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-07-01,72.4,8341.79
INC001561,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-07-01,65.2,8175.33
INC001562,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-08-01,14.2,1254.67
INC001563,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-08-01,36.9,3351.82
INC001564,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-08-01,33.9,3632.22
INC001565,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-08-01,52.6,6222.34
INC001566,CI-0140,Contact Center,SITE-15,Atlas Fiber,P2,2025-09-01,11.1,1355.55
INC001567,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-09-01,31.0,3871.12
INC001568,CI-0140,Contact Center,SITE-15,Atlas Fiber,P1,2025-09-01,9.0,1166.64
INC001569,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-10-01,36.1,4258.17
INC001570,CI-0140,Contact Center,SITE-15,Atlas Fiber,P2,2025-10-01,14.3,1835.63
INC001571,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-10-01,25.9,3095.98
INC001572,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-10-01,38.4,4331.74
INC001573,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-11-01,62.7,6681.82
INC001574,CI-0140,Contact Center,SITE-15,Atlas Fiber,P1,2025-11-01,4.1,350.55
INC001575,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-11-01,26.6,2500.45
INC001576,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-12-01,59.7,7166.97
INC001577,CI-0140,Contact Center,SITE-15,Atlas Fiber,P2,2025-12-01,8.0,1067.02
INC001578,CI-0140,Contact Center,SITE-15,Atlas Fiber,P2,2025-12-01,7.0,832.64
INC001579,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-12-01,30.3,2921.78
INC001580,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-12-01,73.1,8127.23
INC001581,CI-0140,Contact Center,SITE-15,Atlas Fiber,P4,2025-12-01,40.9,5054.01
INC001582,CI-0140,Contact Center,SITE-15,Atlas Fiber,P3,2025-12-01,34.3,4374.23
INC001583,CI-0141,Wireless/Mobile,SITE-03,Cascade Mobile,P3,2025-03-01,24.6,2189.68
INC001584,CI-0141,Wireless/Mobile,SITE-03,Cascade Mobile,P4,2025-04-01,35.0,2980.77
INC001585,CI-0141,Wireless/Mobile,SITE-03,Cascade Mobile,P2,2025-07-01,19.0,1724.17
INC001586,CI-0141,Wireless/Mobile,SITE-03,Cascade Mobile,P4,2025-09-01,50.5,4311.44
INC001587,CI-0141,Wireless/Mobile,SITE-03,Cascade Mobile,P1,2025-09-01,9.2,925.35
INC001588,CI-0141,Wireless/Mobile,SITE-03,Cascade Mobile,P2,2025-10-01,17.3,2417.7
INC001589,CI-0142,Wireless/Mobile,SITE-15,NorthStar Telecom,P3,2025-01-01,17.1,2347.33
INC001590,CI-0142,Wireless/Mobile,SITE-15,NorthStar Telecom,P2,2025-08-01,17.5,1980.11
INC001591,CI-0142,Wireless/Mobile,SITE-15,NorthStar Telecom,P3,2025-11-01,32.8,3067.2
INC001592,CI-0142,Wireless/Mobile,SITE-15,NorthStar Telecom,P3,2025-12-01,25.5,2176.96
INC001593,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P3,2025-03-01,20.2,2635.03
INC001594,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P3,2025-03-01,25.1,2290.71
INC001595,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P3,2025-06-01,32.2,3308.36
INC001596,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P3,2025-06-01,29.9,2927.39
INC001597,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P3,2025-06-01,21.4,2499.34
INC001598,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P2,2025-10-01,7.3,819.83
INC001599,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P3,2025-10-01,31.3,3048.71
INC001600,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P4,2025-10-01,40.4,4713.72
INC001601,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P4,2025-11-01,63.5,8162.89
INC001602,CI-0143,Voice/UCaaS,SITE-09,NorthStar Telecom,P3,2025-12-01,33.2,3881.99
INC001603,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-01-01,37.6,3797.38
INC001604,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-01-01,15.5,1722.43
INC001605,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P2,2025-02-01,6.8,594.94
INC001606,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P4,2025-02-01,71.8,9123.45
INC001607,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P4,2025-03-01,48.6,6186.46
INC001608,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P2,2025-04-01,11.4,1284.07
INC001609,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P4,2025-04-01,26.0,3050.26
INC001610,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-05-01,23.2,2598.79
INC001611,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-06-01,34.1,4411.04
INC001612,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P2,2025-07-01,6.3,594.52
INC001613,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P4,2025-07-01,67.0,7684.12
INC001614,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-07-01,33.3,3187.57
INC001615,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P4,2025-08-01,61.7,7369.25
INC001616,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-09-01,15.2,2113.15
INC001617,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-09-01,20.4,1870.6
INC001618,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P1,2025-09-01,7.0,828.92
INC001619,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P2,2025-09-01,8.1,928.09
INC001620,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P4,2025-10-01,42.8,5278.28
INC001621,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P4,2025-10-01,25.4,3430.57
INC001622,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-10-01,26.7,3062.1
INC001623,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-11-01,37.3,4953.09
INC001624,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-11-01,17.2,1795.21
INC001625,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P2,2025-11-01,16.8,2153.82
INC001626,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-12-01,16.1,1394.32
INC001627,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P1,2025-12-01,7.6,783.0
INC001628,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P2,2025-12-01,7.5,909.63
INC001629,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P4,2025-12-01,45.5,5818.86
INC001630,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P4,2025-12-01,61.4,7660.37
INC001631,CI-0144,Contact Center,SITE-01,BlueRidge Comms,P3,2025-12-01,37.8,3837.38
INC001632,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-01-01,67.8,8982.36
INC001633,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-01-01,63.3,7220.98
INC001634,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-02-01,27.4,3350.14
INC001635,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-02-01,25.4,3281.11
INC001636,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P2,2025-03-01,6.7,606.67
INC001637,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-03-01,28.9,3361.68
INC001638,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-03-01,26.1,2410.42
INC001639,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-03-01,65.2,8066.17
INC001640,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-03-01,74.9,10252.05
INC001641,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-04-01,23.4,2176.96
INC001642,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P2,2025-04-01,18.4,1627.67
INC001643,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-05-01,58.5,5863.22
INC001644,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-05-01,15.6,1933.75
INC001645,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-05-01,51.5,7080.49
INC001646,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-06-01,72.1,7518.97
INC001647,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-06-01,35.9,3108.12
INC001648,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P2,2025-06-01,12.4,1092.4
INC001649,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P2,2025-07-01,16.3,1698.57
INC001650,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-07-01,38.2,3911.23
INC001651,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-07-01,28.8,2585.4
INC001652,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-07-01,47.9,4527.98
INC001653,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-08-01,65.8,5690.34
INC001654,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P2,2025-08-01,8.9,795.38
INC001655,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-08-01,21.0,2908.03
INC001656,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-08-01,17.6,2435.79
INC001657,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-08-01,13.9,1245.9
INC001658,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-09-01,23.4,2688.74
INC001659,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-09-01,28.4,3024.84
INC001660,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-09-01,22.4,3018.3
INC001661,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-09-01,31.3,3716.64
INC001662,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-09-01,33.3,4532.26
INC001663,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-09-01,74.1,8075.08
INC001664,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-09-01,70.3,8918.77
INC001665,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-09-01,62.6,7079.34
INC001666,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-10-01,15.9,1573.65
INC001667,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-10-01,21.8,1889.65
INC001668,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-10-01,21.7,2121.38
INC001669,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-10-01,30.6,3858.24
INC001670,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P4,2025-10-01,30.2,3088.36
INC001671,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P2,2025-11-01,13.7,1439.85
INC001672,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P3,2025-11-01,28.9,3790.29
INC001673,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P1,2025-12-01,6.0,580.49
INC001674,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P1,2025-12-01,7.5,972.07
INC001675,CI-0145,Contact Center,SITE-20,BlueRidge Comms,P2,2025-12-01,13.4,1870.25
INC001676,CI-0146,WAN/Circuits,SITE-04,NorthStar Telecom,P4,2025-02-01,24.0,2431.36
INC001677,CI-0146,WAN/Circuits,SITE-04,NorthStar Telecom,P4,2025-03-01,71.4,7984.63
INC001678,CI-0146,WAN/Circuits,SITE-04,NorthStar Telecom,P2,2025-03-01,9.4,1288.43
INC001679,CI-0147,Wireless/Mobile,SITE-12,Cascade Mobile,P3,2025-03-01,26.9,3388.12
INC001680,CI-0147,Wireless/Mobile,SITE-12,Cascade Mobile,P1,2025-04-01,3.3,293.88
INC001681,CI-0147,Wireless/Mobile,SITE-12,Cascade Mobile,P4,2025-04-01,54.1,6976.83
INC001682,CI-0147,Wireless/Mobile,SITE-12,Cascade Mobile,P4,2025-05-01,46.9,4280.67
INC001683,CI-0147,Wireless/Mobile,SITE-12,Cascade Mobile,P3,2025-05-01,36.2,4635.91
INC001684,CI-0147,Wireless/Mobile,SITE-12,Cascade Mobile,P3,2025-07-01,20.8,1990.25
INC001685,CI-0147,Wireless/Mobile,SITE-12,Cascade Mobile,P2,2025-09-01,6.9,877.42
INC001686,CI-0147,Wireless/Mobile,SITE-12,Cascade Mobile,P3,2025-09-01,26.7,2334.23
INC001687,CI-0147,Wireless/Mobile,SITE-12,Cascade Mobile,P2,2025-11-01,8.7,858.55
INC001688,CI-0148,Data Center Net,SITE-04,BlueRidge Comms,P3,2025-02-01,26.2,2686.82
INC001689,CI-0148,Data Center Net,SITE-04,BlueRidge Comms,P4,2025-04-01,37.9,3614.67
INC001690,CI-0148,Data Center Net,SITE-04,BlueRidge Comms,P4,2025-06-01,31.0,3664.31
INC001691,CI-0148,Data Center Net,SITE-04,BlueRidge Comms,P3,2025-09-01,26.8,3353.95
INC001692,CI-0148,Data Center Net,SITE-04,BlueRidge Comms,P2,2025-10-01,11.0,1077.54
INC001693,CI-0149,WAN/Circuits,SITE-19,NorthStar Telecom,P2,2025-07-01,17.2,1828.94
INC001694,CI-0149,WAN/Circuits,SITE-19,NorthStar Telecom,P4,2025-09-01,70.3,8665.93
INC001695,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-01-01,52.5,4896.99
INC001696,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-01-01,52.3,5739.93
INC001697,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P2,2025-02-01,14.7,1965.66
INC001698,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-03-01,64.8,6751.82
INC001699,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-03-01,31.7,4411.9
INC001700,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-03-01,49.0,6295.27
INC001701,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P2,2025-04-01,6.0,740.7
INC001702,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P2,2025-04-01,9.1,1044.58
INC001703,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P1,2025-04-01,5.7,741.3
INC001704,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P1,2025-04-01,7.1,667.04
INC001705,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-04-01,44.6,5786.8
INC001706,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-04-01,70.3,7979.58
INC001707,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-04-01,13.0,1485.32
INC001708,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-05-01,24.0,2825.09
INC001709,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-05-01,21.5,2428.23
INC001710,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-06-01,32.4,2776.28
INC001711,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-06-01,20.1,2558.95
INC001712,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P2,2025-06-01,16.3,1975.16
INC001713,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-06-01,76.3,8483.68
INC001714,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-07-01,27.0,3724.27
INC001715,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-07-01,25.0,3432.38
INC001716,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-07-01,27.5,2826.17
INC001717,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-07-01,12.9,1508.44
INC001718,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-08-01,46.7,6490.05
INC001719,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-08-01,21.2,2256.16
INC001720,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-08-01,38.1,3707.56
INC001721,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-09-01,37.1,3427.65
INC001722,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-09-01,25.5,2209.37
INC001723,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-09-01,34.3,4758.58
INC001724,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P2,2025-09-01,11.2,1406.81
INC001725,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-09-01,18.2,1872.53
INC001726,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P4,2025-10-01,38.5,5031.93
INC001727,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-11-01,32.5,4282.42
INC001728,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-11-01,33.0,3200.16
INC001729,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P2,2025-11-01,9.3,1246.39
INC001730,CI-0150,Contact Center,SITE-15,NorthStar Telecom,P3,2025-11-01,24.7,3110.28
INC001731,CI-0151,Wireless/Mobile,SITE-17,BlueRidge Comms,P3,2025-06-01,13.3,1304.58
INC001732,CI-0151,Wireless/Mobile,SITE-17,BlueRidge Comms,P3,2025-06-01,23.2,2847.33
INC001733,CI-0151,Wireless/Mobile,SITE-17,BlueRidge Comms,P4,2025-06-01,27.1,3708.44
INC001734,CI-0151,Wireless/Mobile,SITE-17,BlueRidge Comms,P3,2025-08-01,18.8,2425.88
INC001735,CI-0151,Wireless/Mobile,SITE-17,BlueRidge Comms,P2,2025-08-01,16.9,1727.43
INC001736,CI-0151,Wireless/Mobile,SITE-17,BlueRidge Comms,P3,2025-09-01,33.1,3210.0
INC001737,CI-0151,Wireless/Mobile,SITE-17,BlueRidge Comms,P4,2025-11-01,38.4,5106.53
INC001738,CI-0151,Wireless/Mobile,SITE-17,BlueRidge Comms,P2,2025-12-01,19.2,2403.31
INC001739,CI-0151,Wireless/Mobile,SITE-17,BlueRidge Comms,P3,2025-12-01,35.8,3120.7
INC001740,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-01-01,64.3,6727.25
INC001741,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-01-01,40.4,4260.18
INC001742,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-01-01,59.3,7904.83
INC001743,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-01-01,52.3,5215.87
INC001744,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-01-01,50.5,5859.95
INC001745,CI-0152,Contact Center,SITE-09,Cascade Mobile,P1,2025-02-01,7.1,909.63
INC001746,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-03-01,29.7,3443.66
INC001747,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-03-01,46.0,5426.0
INC001748,CI-0152,Contact Center,SITE-09,Cascade Mobile,P2,2025-04-01,15.6,2096.77
INC001749,CI-0152,Contact Center,SITE-09,Cascade Mobile,P3,2025-04-01,37.8,4682.48
INC001750,CI-0152,Contact Center,SITE-09,Cascade Mobile,P3,2025-05-01,25.8,2943.92
INC001751,CI-0152,Contact Center,SITE-09,Cascade Mobile,P3,2025-05-01,21.2,2545.85
INC001752,CI-0152,Contact Center,SITE-09,Cascade Mobile,P3,2025-06-01,33.3,4602.93
INC001753,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-06-01,29.9,3012.37
INC001754,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-06-01,66.6,7504.71
INC001755,CI-0152,Contact Center,SITE-09,Cascade Mobile,P1,2025-06-01,6.3,547.35
INC001756,CI-0152,Contact Center,SITE-09,Cascade Mobile,P4,2025-07-01,56.8,6171.36
INC001757,CI-0152,Contact Center,SITE-09,Cascade Mobile,P3,2025-07-01,36.1,4172.27
INC001758,CI-0152,Contact Center,SITE-09,Cascade Mobile,P3,2025-08-01,36.2,3917.29
INC001759,CI-0152,Contact Center,SITE-09,Cascade Mobile,P3,2025-08-01,38.3,3473.5
