ci_id,service_area,period,uptime_pct,latency_ms,packet_loss_pct,mtbf_hours
CI-0156,WAN/Circuits,2025-01-01,99.8,34.8,0.242,1470
CI-0156,WAN/Circuits,2025-02-01,99.525,28.1,0.319,1797
CI-0156,WAN/Circuits,2025-03-01,99.433,39.4,0.265,1501
CI-0156,WAN/Circuits,2025-04-01,99.142,24.6,0.083,1072
CI-0156,WAN/Circuits,2025-05-01,100.0,37.9,0.196,1061
CI-0156,WAN/Circuits,2025-06-01,99.053,35.0,0.496,1360
CI-0156,WAN/Circuits,2025-07-01,99.859,31.2,0.208,1742
CI-0156,WAN/Circuits,2025-08-01,99.496,29.5,0.413,1509
CI-0156,WAN/Circuits,2025-09-01,99.927,29.5,0.411,1554
CI-0156,WAN/Circuits,2025-10-01,99.73,36.1,0.124,1499
CI-0156,WAN/Circuits,2025-11-01,99.467,42.7,0.17,1200
CI-0156,WAN/Circuits,2025-12-01,99.096,21.2,0.293,1269
CI-0157,Cloud Connectivity,2025-01-01,99.69,36.1,0.19,1587
CI-0157,Cloud Connectivity,2025-02-01,99.647,13.3,0.151,1585
CI-0157,Cloud Connectivity,2025-03-01,100.0,48.5,0.0,1430
CI-0157,Cloud Connectivity,2025-04-01,99.13,47.2,0.352,1570
CI-0157,Cloud Connectivity,2025-05-01,99.65,46.0,0.382,1731
CI-0157,Cloud Connectivity,2025-06-01,99.737,32.2,0.315,1663
CI-0157,Cloud Connectivity,2025-07-01,99.543,32.2,0.37,1832
CI-0157,Cloud Connectivity,2025-08-01,99.375,32.9,0.253,1597
CI-0157,Cloud Connectivity,2025-09-01,99.443,50.1,0.263,1606
CI-0157,Cloud Connectivity,2025-10-01,100.0,31.4,0.187,1249
CI-0157,Cloud Connectivity,2025-11-01,99.548,23.1,0.312,1583
CI-0157,Cloud Connectivity,2025-12-01,99.517,34.2,0.314,1272
CI-0158,Cloud Connectivity,2025-01-01,99.661,40.6,0.0,1636
CI-0158,Cloud Connectivity,2025-02-01,99.098,34.1,0.025,1786
CI-0158,Cloud Connectivity,2025-03-01,99.253,21.8,0.22,1417
CI-0158,Cloud Connectivity,2025-04-01,99.149,39.2,0.0,1292
CI-0158,Cloud Connectivity,2025-05-01,99.427,41.4,0.394,1720
CI-0158,Cloud Connectivity,2025-06-01,99.554,15.6,0.259,1794
CI-0158,Cloud Connectivity,2025-07-01,99.97,38.7,0.022,1394
CI-0158,Cloud Connectivity,2025-08-01,100.0,23.7,0.028,1688
CI-0158,Cloud Connectivity,2025-09-01,99.471,25.5,0.429,1592
CI-0158,Cloud Connectivity,2025-10-01,99.485,25.8,0.507,1495
CI-0158,Cloud Connectivity,2025-11-01,100.0,42.1,0.122,1397
CI-0158,Cloud Connectivity,2025-12-01,100.0,46.7,0.0,1609
CI-0159,Data Center Net,2025-01-01,99.564,26.7,0.239,1230
CI-0159,Data Center Net,2025-02-01,99.46,28.6,0.125,1485
CI-0159,Data Center Net,2025-03-01,99.295,47.6,0.274,1858
CI-0159,Data Center Net,2025-04-01,99.552,30.6,0.464,1384
CI-0159,Data Center Net,2025-05-01,99.547,40.8,0.014,1642
CI-0159,Data Center Net,2025-06-01,99.775,45.2,0.334,1759
CI-0159,Data Center Net,2025-07-01,99.567,28.1,0.516,1194
CI-0159,Data Center Net,2025-08-01,99.172,39.5,0.444,1537
CI-0159,Data Center Net,2025-09-01,99.9,19.0,0.125,1125
CI-0159,Data Center Net,2025-10-01,99.834,22.6,0.008,1602
CI-0159,Data Center Net,2025-11-01,99.919,33.7,0.286,1607
CI-0159,Data Center Net,2025-12-01,99.535,26.2,0.285,1622
CI-0160,Contact Center,2025-01-01,99.868,38.3,0.233,1596
CI-0160,Contact Center,2025-02-01,99.6,32.8,0.572,1278
CI-0160,Contact Center,2025-03-01,99.867,26.2,0.676,1309
CI-0160,Contact Center,2025-04-01,100.0,46.8,0.787,1603
CI-0160,Contact Center,2025-05-01,100.0,29.8,0.863,1277
CI-0160,Contact Center,2025-06-01,99.937,52.7,1.319,1600
CI-0160,Contact Center,2025-07-01,98.932,37.9,1.596,1438
CI-0160,Contact Center,2025-08-01,99.989,49.3,1.664,1339
CI-0160,Contact Center,2025-09-01,99.753,29.1,1.765,1332
CI-0160,Contact Center,2025-10-01,99.546,33.1,2.252,1156
CI-0160,Contact Center,2025-11-01,99.575,31.8,2.775,1242
CI-0160,Contact Center,2025-12-01,99.499,42.6,2.754,774
CI-0161,Cloud Connectivity,2025-01-01,99.697,24.4,0.189,1266
CI-0161,Cloud Connectivity,2025-02-01,99.265,48.2,0.209,1541
CI-0161,Cloud Connectivity,2025-03-01,98.997,30.2,0.269,1538
CI-0161,Cloud Connectivity,2025-04-01,98.954,36.7,0.255,1756
CI-0161,Cloud Connectivity,2025-05-01,99.403,17.1,0.05,1280
CI-0161,Cloud Connectivity,2025-06-01,99.821,13.3,0.133,1785
CI-0161,Cloud Connectivity,2025-07-01,99.602,42.2,0.0,1179
CI-0161,Cloud Connectivity,2025-08-01,100.0,35.8,0.215,1276
CI-0161,Cloud Connectivity,2025-09-01,99.63,25.8,0.378,2045
CI-0161,Cloud Connectivity,2025-10-01,99.745,29.9,0.0,1163
CI-0161,Cloud Connectivity,2025-11-01,100.0,26.8,0.144,1631
CI-0161,Cloud Connectivity,2025-12-01,100.0,33.4,0.139,1514
CI-0162,Voice/UCaaS,2025-01-01,99.412,30.4,0.262,1537
CI-0162,Voice/UCaaS,2025-02-01,100.0,38.5,0.373,1285
CI-0162,Voice/UCaaS,2025-03-01,99.758,29.2,0.259,1637
CI-0162,Voice/UCaaS,2025-04-01,99.615,54.3,0.414,1735
CI-0162,Voice/UCaaS,2025-05-01,99.829,49.1,0.0,1774
CI-0162,Voice/UCaaS,2025-06-01,99.303,30.5,0.284,1746
CI-0162,Voice/UCaaS,2025-07-01,99.254,30.9,0.215,1462
CI-0162,Voice/UCaaS,2025-08-01,99.856,62.5,0.263,1352
CI-0162,Voice/UCaaS,2025-09-01,99.211,32.4,0.059,1593
CI-0162,Voice/UCaaS,2025-10-01,99.736,31.3,0.498,1352
CI-0162,Voice/UCaaS,2025-11-01,99.564,40.1,0.334,1755
CI-0162,Voice/UCaaS,2025-12-01,99.729,43.4,0.1,1683
CI-0163,Voice/UCaaS,2025-01-01,99.871,47.1,0.0,1318
CI-0163,Voice/UCaaS,2025-02-01,99.847,13.8,0.274,1711
CI-0163,Voice/UCaaS,2025-03-01,99.427,31.6,0.039,1395
CI-0163,Voice/UCaaS,2025-04-01,99.452,29.5,0.089,1445
CI-0163,Voice/UCaaS,2025-05-01,99.515,50.0,0.141,1568
CI-0163,Voice/UCaaS,2025-06-01,99.427,30.3,0.0,1185
CI-0163,Voice/UCaaS,2025-07-01,99.238,36.5,0.361,1142
CI-0163,Voice/UCaaS,2025-08-01,99.435,24.1,0.16,1715
CI-0163,Voice/UCaaS,2025-09-01,99.466,34.6,0.418,1591
CI-0163,Voice/UCaaS,2025-10-01,99.372,36.3,0.076,1584
CI-0163,Voice/UCaaS,2025-11-01,99.755,24.1,0.226,1476
CI-0163,Voice/UCaaS,2025-12-01,99.763,41.7,0.272,1439
CI-0164,Voice/UCaaS,2025-01-01,99.88,28.0,0.002,860
CI-0164,Voice/UCaaS,2025-02-01,99.579,28.4,0.26,1105
CI-0164,Voice/UCaaS,2025-03-01,99.406,38.8,0.046,1581
CI-0164,Voice/UCaaS,2025-04-01,99.433,34.7,0.289,1690
CI-0164,Voice/UCaaS,2025-05-01,99.628,28.5,0.131,1627
CI-0164,Voice/UCaaS,2025-06-01,99.294,33.6,0.142,1479
CI-0164,Voice/UCaaS,2025-07-01,99.297,20.2,0.278,1692
CI-0164,Voice/UCaaS,2025-08-01,99.062,38.0,0.362,1619
CI-0164,Voice/UCaaS,2025-09-01,99.475,27.5,0.212,1549
CI-0164,Voice/UCaaS,2025-10-01,99.629,33.6,0.038,1584
CI-0164,Voice/UCaaS,2025-11-01,99.741,36.6,0.217,1835
CI-0164,Voice/UCaaS,2025-12-01,99.413,45.3,0.09,1721
CI-0165,Data Center Net,2025-01-01,99.97,32.7,0.449,1593
CI-0165,Data Center Net,2025-02-01,99.337,32.0,0.37,1684
CI-0165,Data Center Net,2025-03-01,99.283,33.9,0.231,1398
CI-0165,Data Center Net,2025-04-01,100.0,36.9,0.191,1738
CI-0165,Data Center Net,2025-05-01,99.49,43.1,0.0,1409
CI-0165,Data Center Net,2025-06-01,99.915,47.6,0.084,1322
CI-0165,Data Center Net,2025-07-01,99.77,30.0,0.16,1675
CI-0165,Data Center Net,2025-08-01,99.437,19.3,0.005,1501
CI-0165,Data Center Net,2025-09-01,99.041,32.6,0.0,1827
CI-0165,Data Center Net,2025-10-01,100.0,26.5,0.239,1307
CI-0165,Data Center Net,2025-11-01,99.507,49.4,0.13,1442
CI-0165,Data Center Net,2025-12-01,99.317,44.2,0.0,1411
CI-0166,Wireless/Mobile,2025-01-01,99.586,29.7,0.33,1740
CI-0166,Wireless/Mobile,2025-02-01,99.176,51.7,0.0,1757
CI-0166,Wireless/Mobile,2025-03-01,99.645,31.0,0.139,1493
CI-0166,Wireless/Mobile,2025-04-01,99.663,27.6,0.165,1345
CI-0166,Wireless/Mobile,2025-05-01,99.235,28.5,0.028,1415
CI-0166,Wireless/Mobile,2025-06-01,99.73,36.0,0.496,1057
CI-0166,Wireless/Mobile,2025-07-01,99.741,35.1,0.322,1643
CI-0166,Wireless/Mobile,2025-08-01,99.551,36.4,0.088,1622
CI-0166,Wireless/Mobile,2025-09-01,99.036,41.2,0.197,1402
CI-0166,Wireless/Mobile,2025-10-01,99.53,33.7,0.395,2146
CI-0166,Wireless/Mobile,2025-11-01,99.966,30.5,0.294,1634
CI-0166,Wireless/Mobile,2025-12-01,99.322,24.9,0.191,1661
CI-0167,Wireless/Mobile,2025-01-01,99.116,29.2,0.286,1508
CI-0167,Wireless/Mobile,2025-02-01,100.0,23.7,0.553,1192
CI-0167,Wireless/Mobile,2025-03-01,98.991,34.5,0.03,1492
CI-0167,Wireless/Mobile,2025-04-01,99.578,33.4,0.074,1586
CI-0167,Wireless/Mobile,2025-05-01,99.505,43.8,0.173,1307
CI-0167,Wireless/Mobile,2025-06-01,99.094,33.6,0.01,1230
CI-0167,Wireless/Mobile,2025-07-01,99.758,20.8,0.412,1531
CI-0167,Wireless/Mobile,2025-08-01,99.587,26.7,0.315,1499
CI-0167,Wireless/Mobile,2025-09-01,99.394,36.6,0.0,1172
CI-0167,Wireless/Mobile,2025-10-01,99.264,37.8,0.2,1709
CI-0167,Wireless/Mobile,2025-11-01,99.324,39.6,0.183,1311
CI-0167,Wireless/Mobile,2025-12-01,99.716,34.5,0.106,1508
CI-0168,Voice/UCaaS,2025-01-01,99.561,33.8,0.138,1239
CI-0168,Voice/UCaaS,2025-02-01,99.622,28.6,0.047,1451
CI-0168,Voice/UCaaS,2025-03-01,99.82,36.5,0.12,1385
CI-0168,Voice/UCaaS,2025-04-01,99.791,15.8,0.32,1125
CI-0168,Voice/UCaaS,2025-05-01,99.175,30.9,0.526,1835
CI-0168,Voice/UCaaS,2025-06-01,99.812,37.9,0.0,1531
CI-0168,Voice/UCaaS,2025-07-01,99.435,28.5,0.223,1405
CI-0168,Voice/UCaaS,2025-08-01,99.861,19.5,0.211,1324
CI-0168,Voice/UCaaS,2025-09-01,99.477,37.4,0.032,1532
CI-0168,Voice/UCaaS,2025-10-01,99.536,29.7,0.129,1469
CI-0168,Voice/UCaaS,2025-11-01,99.37,35.1,0.158,1377
CI-0168,Voice/UCaaS,2025-12-01,100.0,38.3,0.143,1529
CI-0169,WAN/Circuits,2025-01-01,99.292,31.5,0.152,1250
CI-0169,WAN/Circuits,2025-02-01,99.716,31.0,0.147,1386
CI-0169,WAN/Circuits,2025-03-01,100.0,29.7,0.0,1180
CI-0169,WAN/Circuits,2025-04-01,99.828,45.7,0.098,1755
CI-0169,WAN/Circuits,2025-05-01,99.822,33.5,0.161,1536
CI-0169,WAN/Circuits,2025-06-01,99.863,38.2,0.098,1465
CI-0169,WAN/Circuits,2025-07-01,100.0,37.0,0.33,1607
CI-0169,WAN/Circuits,2025-08-01,99.682,35.9,0.335,1643
CI-0169,WAN/Circuits,2025-09-01,99.679,29.4,0.258,1486
CI-0169,WAN/Circuits,2025-10-01,99.508,56.4,0.0,1691
CI-0169,WAN/Circuits,2025-11-01,99.341,36.0,0.585,1307
CI-0169,WAN/Circuits,2025-12-01,99.383,34.9,0.073,1676
CI-0170,WAN/Circuits,2025-01-01,99.44,40.2,0.001,1138
CI-0170,WAN/Circuits,2025-02-01,99.531,22.5,0.428,1194
CI-0170,WAN/Circuits,2025-03-01,99.289,38.3,0.112,1196
CI-0170,WAN/Circuits,2025-04-01,100.0,27.0,0.171,1458
CI-0170,WAN/Circuits,2025-05-01,99.813,38.7,0.076,1434
CI-0170,WAN/Circuits,2025-06-01,99.532,41.0,0.025,1903
CI-0170,WAN/Circuits,2025-07-01,99.372,34.9,0.026,1240
CI-0170,WAN/Circuits,2025-08-01,99.338,27.2,0.138,1304
CI-0170,WAN/Circuits,2025-09-01,99.809,28.7,0.066,1421
CI-0170,WAN/Circuits,2025-10-01,99.898,36.7,0.185,1213
CI-0170,WAN/Circuits,2025-11-01,99.257,24.8,0.396,1606
CI-0170,WAN/Circuits,2025-12-01,99.342,30.5,0.076,1322
CI-0171,WAN/Circuits,2025-01-01,99.738,32.7,0.512,1750
CI-0171,WAN/Circuits,2025-02-01,99.993,40.4,0.137,1619
CI-0171,WAN/Circuits,2025-03-01,99.495,48.0,0.261,1552
CI-0171,WAN/Circuits,2025-04-01,99.638,48.9,0.0,1867
CI-0171,WAN/Circuits,2025-05-01,99.544,23.8,0.087,1169
CI-0171,WAN/Circuits,2025-06-01,99.796,26.7,0.225,1726
CI-0171,WAN/Circuits,2025-07-01,99.398,32.9,0.004,1422
CI-0171,WAN/Circuits,2025-08-01,100.0,41.2,0.16,1377
CI-0171,WAN/Circuits,2025-09-01,99.587,36.0,0.137,1606
CI-0171,WAN/Circuits,2025-10-01,99.314,27.3,0.256,1266
CI-0171,WAN/Circuits,2025-11-01,99.819,34.9,0.0,1521
CI-0171,WAN/Circuits,2025-12-01,99.094,40.5,0.163,1870
CI-0172,Data Center Net,2025-01-01,99.921,26.5,0.0,1348
CI-0172,Data Center Net,2025-02-01,99.234,49.6,0.198,1686
CI-0172,Data Center Net,2025-03-01,99.514,33.6,0.195,1721
CI-0172,Data Center Net,2025-04-01,99.693,26.5,0.443,1441
CI-0172,Data Center Net,2025-05-01,99.463,12.4,0.295,1520
CI-0172,Data Center Net,2025-06-01,99.63,31.8,0.114,1426
CI-0172,Data Center Net,2025-07-01,99.739,40.1,0.165,1689
CI-0172,Data Center Net,2025-08-01,99.576,31.0,0.23,1228
CI-0172,Data Center Net,2025-09-01,99.67,22.7,0.046,1096
CI-0172,Data Center Net,2025-10-01,99.547,47.9,0.182,1628
CI-0172,Data Center Net,2025-11-01,100.0,38.2,0.085,1374
CI-0172,Data Center Net,2025-12-01,99.6,29.9,0.116,1697
CI-0173,Data Center Net,2025-01-01,99.908,21.8,0.077,1407
CI-0173,Data Center Net,2025-02-01,99.78,44.1,0.605,1406
CI-0173,Data Center Net,2025-03-01,99.475,39.7,0.098,1471
CI-0173,Data Center Net,2025-04-01,99.475,14.0,0.218,1463
CI-0173,Data Center Net,2025-05-01,99.981,35.0,0.012,1448
CI-0173,Data Center Net,2025-06-01,98.973,25.3,0.295,1450
CI-0173,Data Center Net,2025-07-01,99.877,19.3,0.164,1404
CI-0173,Data Center Net,2025-08-01,99.887,40.4,0.296,1808
CI-0173,Data Center Net,2025-09-01,99.49,45.7,0.043,1283
CI-0173,Data Center Net,2025-10-01,99.826,23.0,0.286,1520
CI-0173,Data Center Net,2025-11-01,99.922,34.5,0.208,1601
CI-0173,Data Center Net,2025-12-01,99.401,29.4,0.271,1494
CI-0174,Data Center Net,2025-01-01,99.478,34.3,0.439,1411
CI-0174,Data Center Net,2025-02-01,99.458,21.3,0.194,1631
CI-0174,Data Center Net,2025-03-01,99.851,35.9,0.343,1646
CI-0174,Data Center Net,2025-04-01,99.934,42.9,0.435,1466
CI-0174,Data Center Net,2025-05-01,99.202,40.3,0.317,1813
CI-0174,Data Center Net,2025-06-01,99.984,50.6,0.293,1545
CI-0174,Data Center Net,2025-07-01,99.185,37.5,0.117,1542
CI-0174,Data Center Net,2025-08-01,99.616,38.8,0.185,1687
CI-0174,Data Center Net,2025-09-01,98.783,36.5,0.38,1874
CI-0174,Data Center Net,2025-10-01,99.82,48.5,0.225,1500
CI-0174,Data Center Net,2025-11-01,99.759,35.0,0.083,1396
CI-0174,Data Center Net,2025-12-01,99.266,39.2,0.202,1427
CI-0175,Voice/UCaaS,2025-01-01,99.43,39.0,0.317,1273
CI-0175,Voice/UCaaS,2025-02-01,99.214,42.6,0.0,1609
CI-0175,Voice/UCaaS,2025-03-01,100.0,48.0,0.311,1641
CI-0175,Voice/UCaaS,2025-04-01,100.0,16.3,0.13,1669
CI-0175,Voice/UCaaS,2025-05-01,99.499,44.9,0.194,1526
CI-0175,Voice/UCaaS,2025-06-01,99.518,30.8,0.118,1554
CI-0175,Voice/UCaaS,2025-07-01,99.368,42.6,0.298,1719
CI-0175,Voice/UCaaS,2025-08-01,99.261,21.4,0.199,2079
CI-0175,Voice/UCaaS,2025-09-01,99.98,30.6,0.264,1645
CI-0175,Voice/UCaaS,2025-10-01,99.189,46.0,0.175,1481
CI-0175,Voice/UCaaS,2025-11-01,99.607,44.2,0.087,1158
CI-0175,Voice/UCaaS,2025-12-01,99.697,18.7,0.155,1737
CI-0176,Data Center Net,2025-01-01,99.774,43.3,0.293,1982
CI-0176,Data Center Net,2025-02-01,99.424,38.2,0.134,1691
CI-0176,Data Center Net,2025-03-01,99.582,48.8,0.12,1781
CI-0176,Data Center Net,2025-04-01,99.778,34.7,0.281,1552
CI-0176,Data Center Net,2025-05-01,99.707,33.3,0.095,1432
CI-0176,Data Center Net,2025-06-01,99.095,41.7,0.015,1456
CI-0176,Data Center Net,2025-07-01,99.794,41.7,0.0,1481
CI-0176,Data Center Net,2025-08-01,99.738,35.4,0.402,1335
CI-0176,Data Center Net,2025-09-01,98.985,41.5,0.119,1148
CI-0176,Data Center Net,2025-10-01,99.552,44.8,0.011,1967
CI-0176,Data Center Net,2025-11-01,99.349,35.7,0.017,1508
CI-0176,Data Center Net,2025-12-01,99.56,23.1,0.624,1400
CI-0177,WAN/Circuits,2025-01-01,99.452,42.8,0.472,1725
CI-0177,WAN/Circuits,2025-02-01,99.24,36.7,0.0,1680
CI-0177,WAN/Circuits,2025-03-01,99.109,28.6,0.2,1589
CI-0177,WAN/Circuits,2025-04-01,99.522,47.2,0.308,1628
CI-0177,WAN/Circuits,2025-05-01,99.231,48.6,0.08,1847
CI-0177,WAN/Circuits,2025-06-01,100.0,39.1,0.355,883
CI-0177,WAN/Circuits,2025-07-01,99.541,43.8,0.339,1256
CI-0177,WAN/Circuits,2025-08-01,99.512,14.7,0.262,1123
CI-0177,WAN/Circuits,2025-09-01,99.939,44.5,0.129,1604
CI-0177,WAN/Circuits,2025-10-01,99.535,36.9,0.028,1624
CI-0177,WAN/Circuits,2025-11-01,99.108,20.4,0.182,1457
CI-0177,WAN/Circuits,2025-12-01,99.682,29.8,0.483,1532
CI-0178,Contact Center,2025-01-01,99.67,37.4,0.559,1573
CI-0178,Contact Center,2025-02-01,99.733,42.6,0.343,1059
CI-0178,Contact Center,2025-03-01,99.577,35.9,0.912,1379
CI-0178,Contact Center,2025-04-01,99.775,28.4,1.032,1065
CI-0178,Contact Center,2025-05-01,99.716,24.1,1.294,997
CI-0178,Contact Center,2025-06-01,99.485,47.2,1.484,920
CI-0178,Contact Center,2025-07-01,99.398,28.8,1.404,1231
CI-0178,Contact Center,2025-08-01,99.768,45.2,1.957,1164
CI-0178,Contact Center,2025-09-01,99.518,33.9,2.009,860
CI-0178,Contact Center,2025-10-01,99.346,44.0,2.266,1696
CI-0178,Contact Center,2025-11-01,99.196,43.2,2.278,964
CI-0178,Contact Center,2025-12-01,99.496,51.8,2.633,961
CI-0179,Cloud Connectivity,2025-01-01,99.471,23.8,0.102,1423
CI-0179,Cloud Connectivity,2025-02-01,99.622,39.5,0.165,1449
CI-0179,Cloud Connectivity,2025-03-01,99.084,39.3,0.096,1649
CI-0179,Cloud Connectivity,2025-04-01,99.995,33.5,0.047,1496
CI-0179,Cloud Connectivity,2025-05-01,99.705,32.5,0.115,1612
CI-0179,Cloud Connectivity,2025-06-01,99.749,32.2,0.0,1591
CI-0179,Cloud Connectivity,2025-07-01,99.37,36.7,0.223,1122
CI-0179,Cloud Connectivity,2025-08-01,99.624,39.1,0.296,1523
CI-0179,Cloud Connectivity,2025-09-01,99.007,45.2,0.262,1259
CI-0179,Cloud Connectivity,2025-10-01,99.364,36.8,0.302,1402
CI-0179,Cloud Connectivity,2025-11-01,99.848,20.7,0.044,1087
CI-0179,Cloud Connectivity,2025-12-01,99.331,47.1,0.509,1546
CI-0180,Contact Center,2025-01-01,99.408,34.1,0.479,1145
CI-0180,Contact Center,2025-02-01,99.428,48.1,0.46,1266
CI-0180,Contact Center,2025-03-01,99.604,39.8,0.731,1390
CI-0180,Contact Center,2025-04-01,99.782,54.0,1.014,1325
CI-0180,Contact Center,2025-05-01,100.0,34.8,1.043,1341
CI-0180,Contact Center,2025-06-01,99.923,42.9,1.435,960
CI-0180,Contact Center,2025-07-01,99.582,50.7,1.473,1159
CI-0180,Contact Center,2025-08-01,99.484,36.1,1.904,1255
CI-0180,Contact Center,2025-09-01,99.73,34.7,1.828,1177
CI-0180,Contact Center,2025-10-01,99.448,58.0,2.566,1481
CI-0180,Contact Center,2025-11-01,99.318,48.7,2.622,1193
CI-0180,Contact Center,2025-12-01,99.494,55.2,2.7,1025
CI-0181,WAN/Circuits,2025-01-01,99.139,40.2,0.161,1592
CI-0181,WAN/Circuits,2025-02-01,99.671,36.4,0.193,1657
CI-0181,WAN/Circuits,2025-03-01,99.54,23.4,0.285,1338
CI-0181,WAN/Circuits,2025-04-01,99.203,26.8,0.242,1480
CI-0181,WAN/Circuits,2025-05-01,98.96,31.9,0.375,1409
CI-0181,WAN/Circuits,2025-06-01,99.55,43.3,0.319,1704
CI-0181,WAN/Circuits,2025-07-01,98.768,48.9,0.295,1992
CI-0181,WAN/Circuits,2025-08-01,99.365,20.9,0.201,1444
CI-0181,WAN/Circuits,2025-09-01,99.796,43.6,0.187,1451
CI-0181,WAN/Circuits,2025-10-01,99.757,32.9,0.149,1707
CI-0181,WAN/Circuits,2025-11-01,99.978,43.7,0.175,1072
CI-0181,WAN/Circuits,2025-12-01,99.556,28.9,0.181,1365
CI-0182,Voice/UCaaS,2025-01-01,99.594,26.7,0.008,1744
CI-0182,Voice/UCaaS,2025-02-01,99.309,35.0,0.343,1682
CI-0182,Voice/UCaaS,2025-03-01,99.838,37.4,0.309,1774
CI-0182,Voice/UCaaS,2025-04-01,99.728,20.3,0.121,1639
CI-0182,Voice/UCaaS,2025-05-01,99.412,48.0,0.191,1517
CI-0182,Voice/UCaaS,2025-06-01,99.937,33.5,0.226,1679
CI-0182,Voice/UCaaS,2025-07-01,99.158,32.7,0.324,1513
CI-0182,Voice/UCaaS,2025-08-01,100.0,22.4,0.0,1653
CI-0182,Voice/UCaaS,2025-09-01,99.86,33.5,0.26,1649
CI-0182,Voice/UCaaS,2025-10-01,99.356,29.3,0.228,1680
CI-0182,Voice/UCaaS,2025-11-01,99.25,33.4,0.163,1583
CI-0182,Voice/UCaaS,2025-12-01,99.597,30.6,0.387,1392
CI-0183,Data Center Net,2025-01-01,99.512,22.3,0.093,1603
CI-0183,Data Center Net,2025-02-01,99.696,39.8,0.283,1917
CI-0183,Data Center Net,2025-03-01,99.376,22.0,0.042,1359
CI-0183,Data Center Net,2025-04-01,99.308,35.7,0.388,1807
CI-0183,Data Center Net,2025-05-01,99.751,52.1,0.147,1173
CI-0183,Data Center Net,2025-06-01,99.916,20.3,0.087,1604
CI-0183,Data Center Net,2025-07-01,99.569,33.5,0.023,1497
CI-0183,Data Center Net,2025-08-01,99.901,35.2,0.075,1250
CI-0183,Data Center Net,2025-09-01,99.357,38.1,0.252,1339
CI-0183,Data Center Net,2025-10-01,98.937,38.4,0.065,1637
CI-0183,Data Center Net,2025-11-01,99.373,27.1,0.223,1971
CI-0183,Data Center Net,2025-12-01,99.825,36.1,0.254,1149
CI-0184,Voice/UCaaS,2025-01-01,99.263,14.9,0.459,1805
CI-0184,Voice/UCaaS,2025-02-01,99.718,36.1,0.0,1456
CI-0184,Voice/UCaaS,2025-03-01,100.0,36.1,0.115,1148
CI-0184,Voice/UCaaS,2025-04-01,100.0,34.4,0.0,1315
CI-0184,Voice/UCaaS,2025-05-01,99.217,33.9,0.231,1399
CI-0184,Voice/UCaaS,2025-06-01,99.833,35.6,0.359,1428
CI-0184,Voice/UCaaS,2025-07-01,100.0,30.5,0.065,1294
CI-0184,Voice/UCaaS,2025-08-01,99.537,21.2,0.244,1118
CI-0184,Voice/UCaaS,2025-09-01,99.649,24.2,0.143,1620
CI-0184,Voice/UCaaS,2025-10-01,100.0,26.4,0.177,1355
CI-0184,Voice/UCaaS,2025-11-01,99.339,29.3,0.324,1402
CI-0184,Voice/UCaaS,2025-12-01,100.0,38.3,0.048,1426
CI-0185,Voice/UCaaS,2025-01-01,99.359,41.4,0.0,1231
CI-0185,Voice/UCaaS,2025-02-01,99.423,40.5,0.385,1776
CI-0185,Voice/UCaaS,2025-03-01,99.759,34.3,0.319,1271
CI-0185,Voice/UCaaS,2025-04-01,99.047,38.5,0.049,1486
CI-0185,Voice/UCaaS,2025-05-01,99.636,37.0,0.341,1666
CI-0185,Voice/UCaaS,2025-06-01,99.659,31.5,0.216,1380
CI-0185,Voice/UCaaS,2025-07-01,99.541,55.9,0.227,1590
CI-0185,Voice/UCaaS,2025-08-01,99.388,43.2,0.314,1653
CI-0185,Voice/UCaaS,2025-09-01,99.664,43.3,0.391,1556
CI-0185,Voice/UCaaS,2025-10-01,99.566,42.2,0.064,1356
CI-0185,Voice/UCaaS,2025-11-01,99.584,21.1,0.324,1307
CI-0185,Voice/UCaaS,2025-12-01,99.459,33.3,0.206,1431
CI-0186,WAN/Circuits,2025-01-01,99.58,34.5,0.133,1345
CI-0186,WAN/Circuits,2025-02-01,99.924,18.2,0.169,1406
CI-0186,WAN/Circuits,2025-03-01,99.726,23.4,0.125,1479
CI-0186,WAN/Circuits,2025-04-01,99.921,37.7,0.022,1402
CI-0186,WAN/Circuits,2025-05-01,99.866,25.4,0.188,1498
CI-0186,WAN/Circuits,2025-06-01,99.484,56.6,0.138,1589
CI-0186,WAN/Circuits,2025-07-01,99.37,39.2,0.331,1382
CI-0186,WAN/Circuits,2025-08-01,99.584,27.8,0.028,1707
CI-0186,WAN/Circuits,2025-09-01,99.434,15.7,0.465,1339
CI-0186,WAN/Circuits,2025-10-01,99.526,48.1,0.179,1467
CI-0186,WAN/Circuits,2025-11-01,99.232,21.9,0.175,1572
CI-0186,WAN/Circuits,2025-12-01,99.692,31.1,0.203,1132
CI-0187,Voice/UCaaS,2025-01-01,99.738,36.3,0.496,1501
CI-0187,Voice/UCaaS,2025-02-01,99.317,34.6,0.151,1586
CI-0187,Voice/UCaaS,2025-03-01,99.608,24.9,0.0,1552
CI-0187,Voice/UCaaS,2025-04-01,100.0,35.6,0.322,1702
CI-0187,Voice/UCaaS,2025-05-01,99.68,28.5,0.229,1741
CI-0187,Voice/UCaaS,2025-06-01,99.759,41.0,0.131,1459
CI-0187,Voice/UCaaS,2025-07-01,99.564,34.6,0.375,1030
CI-0187,Voice/UCaaS,2025-08-01,99.609,34.4,0.0,1634
